URL,Lần thu thập dữ liệu cuối cùng,host,path,query,depth,first_segment,slug,duplicate_slug_across_hosts,hosts_for_slug
https://coincu.com/convert-fiat-to-fiat/33.50-gbp-to-chf,2026-06-06,coincu.com,/convert-fiat-to-fiat/33.50-gbp-to-chf,,2,convert-fiat-to-fiat,33.50-gbp-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/24.38-gbp-to-usd,2026-06-06,coincu.com,/convert-fiat-to-fiat/24.38-gbp-to-usd,,2,convert-fiat-to-fiat,24.38-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/64.39-eur-to-usd,2026-06-06,coincu.com,/convert-fiat-to-fiat/64.39-eur-to-usd,,2,convert-fiat-to-fiat,64.39-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/6.87-gbp-to-usd,2026-06-04,coincu.com,/convert-fiat-to-fiat/6.87-gbp-to-usd,,2,convert-fiat-to-fiat,6.87-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/29.39-eur-to-chf,2026-06-04,coincu.com,/convert-fiat-to-fiat/29.39-eur-to-chf,,2,convert-fiat-to-fiat,29.39-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/331-gbp-to-chf,2026-06-04,coincu.com,/convert-fiat-to-fiat/331-gbp-to-chf,,2,convert-fiat-to-fiat,331-gbp-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/9.59-eur-to-gbp,2026-06-04,coincu.com,/convert-fiat-to-fiat/9.59-eur-to-gbp,,2,convert-fiat-to-fiat,9.59-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/87.60-eur-to-gbp,2026-06-04,coincu.com,/convert-fiat-to-fiat/87.60-eur-to-gbp,,2,convert-fiat-to-fiat,87.60-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/19.19-gbp-to-aud,2026-06-04,coincu.com,/convert-fiat-to-fiat/19.19-gbp-to-aud,,2,convert-fiat-to-fiat,19.19-gbp-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/83.95-eur-to-gbp,2026-06-04,coincu.com,/convert-fiat-to-fiat/83.95-eur-to-gbp,,2,convert-fiat-to-fiat,83.95-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/73.71-eur-to-usd,2026-06-04,coincu.com,/convert-fiat-to-fiat/73.71-eur-to-usd,,2,convert-fiat-to-fiat,73.71-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/19.36-eur-to-usd,2026-06-03,coincu.com,/convert-fiat-to-fiat/19.36-eur-to-usd,,2,convert-fiat-to-fiat,19.36-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/7.94-eur-to-gbp,2026-06-02,coincu.com,/convert-fiat-to-fiat/7.94-eur-to-gbp,,2,convert-fiat-to-fiat,7.94-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/22.55-gbp-to-jpy,2026-06-02,coincu.com,/convert-fiat-to-fiat/22.55-gbp-to-jpy,,2,convert-fiat-to-fiat,22.55-gbp-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/46.44-gbp-to-cad,2026-06-02,coincu.com,/convert-fiat-to-fiat/46.44-gbp-to-cad,,2,convert-fiat-to-fiat,46.44-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/20.77-gbp-to-usd,2026-06-02,coincu.com,/convert-fiat-to-fiat/20.77-gbp-to-usd,,2,convert-fiat-to-fiat,20.77-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/26.51-gbp-to-usd,2026-06-01,coincu.com,/convert-fiat-to-fiat/26.51-gbp-to-usd,,2,convert-fiat-to-fiat,26.51-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/33.97-gbp-to-jpy,2026-06-01,coincu.com,/convert-fiat-to-fiat/33.97-gbp-to-jpy,,2,convert-fiat-to-fiat,33.97-gbp-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/42.28-gbp-to-cad,2026-06-01,coincu.com,/convert-fiat-to-fiat/42.28-gbp-to-cad,,2,convert-fiat-to-fiat,42.28-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/17.20-gbp-to-usd,2026-06-01,coincu.com,/convert-fiat-to-fiat/17.20-gbp-to-usd,,2,convert-fiat-to-fiat,17.20-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/59.60-eur-to-usd,2026-05-31,coincu.com,/convert-fiat-to-fiat/59.60-eur-to-usd,,2,convert-fiat-to-fiat,59.60-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/90.19-eur-to-usd,2026-05-30,coincu.com,/convert-fiat-to-fiat/90.19-eur-to-usd,,2,convert-fiat-to-fiat,90.19-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/49.31-gbp-to-usd,2026-05-30,coincu.com,/convert-fiat-to-fiat/49.31-gbp-to-usd,,2,convert-fiat-to-fiat,49.31-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/32.30-gbp-to-usd,2026-05-29,coincu.com,/convert-fiat-to-fiat/32.30-gbp-to-usd,,2,convert-fiat-to-fiat,32.30-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/48.33-gbp-to-usd,2026-05-29,coincu.com,/convert-fiat-to-fiat/48.33-gbp-to-usd,,2,convert-fiat-to-fiat,48.33-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/31.16-gbp-to-aud,2026-05-29,coincu.com,/convert-fiat-to-fiat/31.16-gbp-to-aud,,2,convert-fiat-to-fiat,31.16-gbp-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/30.84-gbp-to-usd,2026-05-29,coincu.com,/convert-fiat-to-fiat/30.84-gbp-to-usd,,2,convert-fiat-to-fiat,30.84-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/45.62-eur-to-usd,2026-05-29,coincu.com,/convert-fiat-to-fiat/45.62-eur-to-usd,,2,convert-fiat-to-fiat,45.62-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/70.55-gbp-to-usd,2026-05-28,coincu.com,/convert-fiat-to-fiat/70.55-gbp-to-usd,,2,convert-fiat-to-fiat,70.55-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/59.07-eur-to-chf,2026-05-28,coincu.com,/convert-fiat-to-fiat/59.07-eur-to-chf,,2,convert-fiat-to-fiat,59.07-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/57.57-eur-to-cad,2026-05-28,coincu.com,/convert-fiat-to-fiat/57.57-eur-to-cad,,2,convert-fiat-to-fiat,57.57-eur-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/84.39-eur-to-usd,2026-05-28,coincu.com,/convert-fiat-to-fiat/84.39-eur-to-usd,,2,convert-fiat-to-fiat,84.39-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/412-eur-to-aud,2026-05-27,coincu.com,/convert-fiat-to-fiat/412-eur-to-aud,,2,convert-fiat-to-fiat,412-eur-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/0.70-eur-to-usd,2026-05-27,coincu.com,/convert-fiat-to-fiat/0.70-eur-to-usd,,2,convert-fiat-to-fiat,0.70-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/22.58-gbp-to-usd,2026-05-27,coincu.com,/convert-fiat-to-fiat/22.58-gbp-to-usd,,2,convert-fiat-to-fiat,22.58-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/51.72-gbp-to-jpy,2026-05-27,coincu.com,/convert-fiat-to-fiat/51.72-gbp-to-jpy,,2,convert-fiat-to-fiat,51.72-gbp-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/23.34-gbp-to-usd,2026-05-26,coincu.com,/convert-fiat-to-fiat/23.34-gbp-to-usd,,2,convert-fiat-to-fiat,23.34-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/53.83-gbp-to-usd,2026-05-25,coincu.com,/convert-fiat-to-fiat/53.83-gbp-to-usd,,2,convert-fiat-to-fiat,53.83-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/62.64-gbp-to-usd,2026-05-25,coincu.com,/convert-fiat-to-fiat/62.64-gbp-to-usd,,2,convert-fiat-to-fiat,62.64-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/86.47-gbp-to-usd,2026-05-25,coincu.com,/convert-fiat-to-fiat/86.47-gbp-to-usd,,2,convert-fiat-to-fiat,86.47-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/50.61-eur-to-usd,2026-05-25,coincu.com,/convert-fiat-to-fiat/50.61-eur-to-usd,,2,convert-fiat-to-fiat,50.61-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/12.50-gbp-to-cad,2026-05-25,coincu.com,/convert-fiat-to-fiat/12.50-gbp-to-cad,,2,convert-fiat-to-fiat,12.50-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/38.83-gbp-to-usd,2026-05-24,coincu.com,/convert-fiat-to-fiat/38.83-gbp-to-usd,,2,convert-fiat-to-fiat,38.83-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/62.34-gbp-to-usd,2026-05-24,coincu.com,/convert-fiat-to-fiat/62.34-gbp-to-usd,,2,convert-fiat-to-fiat,62.34-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/76.57-eur-to-chf,2026-05-23,coincu.com,/convert-fiat-to-fiat/76.57-eur-to-chf,,2,convert-fiat-to-fiat,76.57-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/32.99-eur-to-usd,2026-05-23,coincu.com,/convert-fiat-to-fiat/32.99-eur-to-usd,,2,convert-fiat-to-fiat,32.99-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/15.72-gbp-to-cad,2026-05-23,coincu.com,/convert-fiat-to-fiat/15.72-gbp-to-cad,,2,convert-fiat-to-fiat,15.72-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/12.28-gbp-to-usd,2026-05-23,coincu.com,/convert-fiat-to-fiat/12.28-gbp-to-usd,,2,convert-fiat-to-fiat,12.28-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/95.52-eur-to-chf,2026-05-23,coincu.com,/convert-fiat-to-fiat/95.52-eur-to-chf,,2,convert-fiat-to-fiat,95.52-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/36.24-eur-to-usd,2026-05-23,coincu.com,/convert-fiat-to-fiat/36.24-eur-to-usd,,2,convert-fiat-to-fiat,36.24-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/39.79-eur-to-gbp,2026-05-23,coincu.com,/convert-fiat-to-fiat/39.79-eur-to-gbp,,2,convert-fiat-to-fiat,39.79-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/95.84-gbp-to-cad,2026-05-23,coincu.com,/convert-fiat-to-fiat/95.84-gbp-to-cad,,2,convert-fiat-to-fiat,95.84-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/52.50-eur-to-jpy,2026-05-23,coincu.com,/convert-fiat-to-fiat/52.50-eur-to-jpy,,2,convert-fiat-to-fiat,52.50-eur-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/81.36-gbp-to-usd,2026-05-23,coincu.com,/convert-fiat-to-fiat/81.36-gbp-to-usd,,2,convert-fiat-to-fiat,81.36-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/1.27-eur-to-usd,2026-05-22,coincu.com,/convert-fiat-to-fiat/1.27-eur-to-usd,,2,convert-fiat-to-fiat,1.27-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/88.32-eur-to-usd,2026-05-22,coincu.com,/convert-fiat-to-fiat/88.32-eur-to-usd,,2,convert-fiat-to-fiat,88.32-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/73.10-eur-to-gbp,2026-05-22,coincu.com,/convert-fiat-to-fiat/73.10-eur-to-gbp,,2,convert-fiat-to-fiat,73.10-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/98.77-eur-to-usd,2026-05-22,coincu.com,/convert-fiat-to-fiat/98.77-eur-to-usd,,2,convert-fiat-to-fiat,98.77-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/52.45-gbp-to-aud,2026-05-22,coincu.com,/convert-fiat-to-fiat/52.45-gbp-to-aud,,2,convert-fiat-to-fiat,52.45-gbp-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/52.55-gbp-to-usd,2026-05-22,coincu.com,/convert-fiat-to-fiat/52.55-gbp-to-usd,,2,convert-fiat-to-fiat,52.55-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/91.12-gbp-to-aud,2026-05-21,coincu.com,/convert-fiat-to-fiat/91.12-gbp-to-aud,,2,convert-fiat-to-fiat,91.12-gbp-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/71.44-eur-to-gbp,2026-05-21,coincu.com,/convert-fiat-to-fiat/71.44-eur-to-gbp,,2,convert-fiat-to-fiat,71.44-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/75.45-eur-to-usd,2026-05-21,coincu.com,/convert-fiat-to-fiat/75.45-eur-to-usd,,2,convert-fiat-to-fiat,75.45-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/67.99-eur-to-usd,2026-05-17,coincu.com,/convert-fiat-to-fiat/67.99-eur-to-usd,,2,convert-fiat-to-fiat,67.99-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/85.60-gbp-to-usd,2026-05-16,coincu.com,/convert-fiat-to-fiat/85.60-gbp-to-usd,,2,convert-fiat-to-fiat,85.60-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/30.32-gbp-to-usd,2026-05-16,coincu.com,/convert-fiat-to-fiat/30.32-gbp-to-usd,,2,convert-fiat-to-fiat,30.32-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/21.02-gbp-to-usd,2026-05-15,coincu.com,/convert-fiat-to-fiat/21.02-gbp-to-usd,,2,convert-fiat-to-fiat,21.02-gbp-to-usd,no,coincu.com
