source_url,old_link,suggested_new_link,old_link_status_code,reason,fix_owner,occurrences,link_positions,link_origins,sample_anchors,path_types,sample_link_paths
https://coincu.com/china-virtual-currency-regulation-governance/,https://coincu.com/markets/stablecoin-supply-bitcoin-price-trends/,https://coincu.com/stablecoin-supply-bitcoin-price-trends/,301,old_markets_article_link,editor,2,Content,HTML,Coincu | stablecoins,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/citigroup-stablecoin-prediction-2030-2/,https://coincu.com/news/plasma-defi-stablecoin-banking-card/,https://coincu.com/plasma-defi-stablecoin-banking-card/,301,old_news_article_link,editor,2,Content,HTML,stablecoin issuance | stablecoin transactions,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/crypto-etfs-launch-wall-street/,https://coincu.com/markets/us-shutdown-risk-bitcoin-volatility/,https://coincu.com/us-shutdown-risk-bitcoin-volatility/,301,old_markets_article_link,editor,2,Content,HTML,shutdowns,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[6]/a[2] | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/a[2]
https://coincu.com/crypto-finance-anchornote-regulated-trades/,https://coincu.com/analysis/cleancore-reaches-130m-doge-milestone/,https://coincu.com/cleancore-reaches-130m-doge-milestone/,301,old_analysis_article_link,editor,2,Content,HTML,Coincu research,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong[1]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong[1]/a
https://coincu.com/crypto-leverage-reset-low-funding-rates/,https://coincu.com/news/institutional-crypto-investment-2025/,https://coincu.com/institutional-crypto-investment-2025/,301,old_news_article_link,editor,2,Content,HTML,Bitcoin and Ethereum,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong/a
https://coincu.com/doge-holds-0-20/,https://coincu.com/analysis/dogecoin-holds-0-16-support-and-eyes-a-rebound-toward-0-48-and-beyond/,https://coincu.com/dogecoin-holds-0-16-support-and-eyes-a-rebound-toward-0-48-and-beyond/,301,old_analysis_article_link,editor,2,Content,HTML,strength or weakness. | trading,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][9]/a
https://coincu.com/dogecoin-still-in-accumulation-zone-is-a/,https://coincu.com/analysis/dogecoin-faces-23-drop-as-bulls-eye-0-25/,https://coincu.com/dogecoin-faces-23-drop-as-bulls-eye-0-25/,301,old_analysis_article_link,editor,2,Content,HTML,rebounding | upside targets,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][1]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][3]/a
https://coincu.com/ethereum-layer-2-unification/,https://coincu.com/news/us-senate-appropriations-bill-passed/,https://coincu.com/us-senate-appropriations-bill-passed/,301,old_news_article_link,editor,2,Content,HTML,communication,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong[2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong/a
https://coincu.com/ethereum-low-risk-defi-impact/,https://coincu.com/news/venus-protocol-11m-recovery-phishing/,https://coincu.com/venus-protocol-11m-recovery-phishing/,301,old_news_article_link,editor,2,Content,HTML,MakerDAO and Aave,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[2]/a
https://coincu.com/ethereum-resistance-market-fatigue/,https://coincu.com/analysis/ethereum-price-reached-3k-growth-to-15k/,https://coincu.com/ethereum-price-reached-3k-growth-to-15k/,301,old_analysis_article_link,editor,2,Content,HTML,resistance zone | “buy the dip”,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong[2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong[2]/a
https://coincu.com/ethereum-supply-corporate-etf-holdings/,https://coincu.com/analysis/sei-defi-ecosystem-grows-68-to-600m/,https://coincu.com/sei-defi-ecosystem-grows-68-to-600m/,301,old_analysis_article_link,editor,2,Content,HTML,DeFi integrations,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong[3]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong[3]/a
https://coincu.com/fed-discussion-impact-crypto-market/,https://coincu.com/markets/arthur-hayes-bitcoin-zcash-us-fiscal/,https://coincu.com/arthur-hayes-bitcoin-zcash-us-fiscal/,301,old_markets_article_link,editor,2,Content,HTML,Arthur Hayes | Raoul Pal,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong[2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong[3]/a
https://coincu.com/fed-rate-cut-wall-street-impact/,https://coincu.com/markets/fed-rate-cuts-crypto-market/,https://coincu.com/fed-rate-cuts-crypto-market/,301,old_markets_article_link,editor,2,Content,HTML,volatility in cryptocurrencies,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[1]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong[2]/a
https://coincu.com/fed-rate-cuts-impact-crypto-2/,https://coincu.com/markets/fed-rate-cut-impact-crypto/,https://coincu.com/fed-rate-cut-impact-crypto/,301,old_markets_article_link,editor,2,Content,HTML,50 basis point decrease by December | crypto market rallies,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong[3]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/fed-rate-cuts-impact-crypto/,https://coincu.com/markets/fed-rate-cut-impact-crypto/,https://coincu.com/fed-rate-cut-impact-crypto/,301,old_markets_article_link,editor,2,Content,HTML,Coincu research team,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[6]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/a
https://coincu.com/grayscale-sui-etf-sec-filing/,https://coincu.com/analysis/chainlink-whales-offload-31m-tokens/,https://coincu.com/chainlink-whales-offload-31m-tokens/,301,old_analysis_article_link,editor,2,Content,HTML,Chainlink’s ETF,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='highlight']/strong[2]/a
https://coincu.com/hong-kong-sfc-aml-measures/,https://coincu.com/news/aster-overtakes-hyperliquid-trading-volume/,https://coincu.com/aster-overtakes-hyperliquid-trading-volume/,301,old_news_article_link,editor,2,Content,HTML,OSL,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[2]/a
https://coincu.com/hyperliquid-hype-breaks-out/,https://coincu.com/news/hyperliquid-spot-trading-optimization/,https://coincu.com/hyperliquid-spot-trading-optimization/,301,old_news_article_link,editor,2,Content,HTML,Hyperliquid (HYPE) | breakout,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a[1] | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][9]/a
https://coincu.com/moonclash-100m-funding-bnbchain/,https://coincu.com/news/binance-us-lobbying-strategy/,https://coincu.com/binance-us-lobbying-strategy/,301,old_news_article_link,editor,2,Content,HTML,BNB Chain’s trajectory,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[6]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/oobit-integrates-phantom-wallet-for-visa/,https://coincu.com/news/visa-bvnk-stablecoin-partnership/,https://coincu.com/visa-bvnk-stablecoin-partnership/,301,old_news_article_link,editor,2,Content,HTML,broader adoption | practical crypto solutions,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][1]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][5]/a
https://coincu.com/polymarket-cftc-approval-us-access/,https://coincu.com/markets/zcash-price-surge-hyperliquid-losses/,https://coincu.com/zcash-price-surge-hyperliquid-losses/,301,old_markets_article_link,editor,2,Content,HTML,Kalshi’s,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/blockquote/strong[2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[2]/a
https://coincu.com/polymarket-cftc-approval-us-access/,https://coincu.com/news/coinshares-etp-outflow-us-uncertainty/,https://coincu.com/coinshares-etp-outflow-us-uncertainty/,301,old_news_article_link,editor,2,Content,HTML,Coincu research team,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/ripple-secures-approval-to-expand/,https://coincu.com/news/ripple-rlusd-abu-dhabi-approval/,https://coincu.com/ripple-rlusd-abu-dhabi-approval/,301,old_news_article_link,editor,2,Content,HTML,UAE | clients,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a[2] | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][8]/a
https://coincu.com/sec-project-crypto-new-regulations/,https://coincu.com/news/grayscale-launches-first-u-s-spot/,https://coincu.com/grayscale-launches-first-u-s-spot/,301,old_news_article_link,editor,2,Content,HTML,SEC’s regulatory evolution,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/a
https://coincu.com/sei-eyes-0-38-breakout/,https://coincu.com/analysis/sei-price-poised-for-rally/,,404,old_analysis_article_link,editor,2,Content,HTML,mixed momentum indicators | recording a gain,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][3]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][8]/a
https://coincu.com/sharps-technology-solana-strategy/,https://coincu.com/markets/us-senate-vote-polymarket-odds/,https://coincu.com/us-senate-vote-polymarket-odds/,301,old_markets_article_link,editor,2,Content,HTML,Coincu research emphasizes | the company’s stock highlights the extreme volatility,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/a[1] | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/a[2]
https://coincu.com/stablecoins-remittance-impact/,https://coincu.com/news/genius-act-stablecoin-regulations/,https://coincu.com/genius-act-stablecoin-regulations/,301,old_news_article_link,editor,2,Content,HTML,GENIUS Act’s influence | GENIUS Act’s regulatory backing,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/strategy-pauses-bitcoin-acquisitions-profit/,https://coincu.com/markets/us-shutdown-digital-assets-impact/,https://coincu.com/us-shutdown-digital-assets-impact/,301,old_markets_article_link,editor,2,Content,HTML,Coincu,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/top-bitcoin-etfs-by-total-aum/,https://coincu.com/analysis/bitcoin-etfs-see-238m-in-net-inflows/,https://coincu.com/bitcoin-etfs-see-238m-in-net-inflows/,301,old_analysis_article_link,editor,2,Content,HTML,Bitcoin ETF inflows led by Fidelity’s FBTC,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[12]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[2]/a[1]
https://coincu.com/uniswap-founder-blockchain-criticism/,https://coincu.com/news/crypto-fraud-network-dismantled/,https://coincu.com/crypto-fraud-network-dismantled/,301,old_news_article_link,editor,2,Content,HTML,trusted sources,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[3]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong[3]/a
https://coincu.com/us-government-shutdown-crypto-market-impact/,https://coincu.com/markets/fed-rate-cuts-impact-crypto/,https://coincu.com/fed-rate-cuts-impact-crypto/,301,old_markets_article_link,editor,2,Content,HTML,government and institutional inputs,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong/a
https://coincu.com/us-shutdown-employment-report-delay/,https://coincu.com/analysis/federal-reserve-new-dot-plot-rate-cuts/,https://coincu.com/federal-reserve-new-dot-plot-rate-cuts/,301,old_analysis_article_link,editor,2,Content,HTML,economic fundamentals,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[5]/strong[3]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong[3]/a
https://coincu.com/xlm-hits-target-zone-breakout-above/,https://coincu.com/analysis/xlm-rebounds-at-0-16/,https://coincu.com/xlm-rebounds-at-0-16/,301,old_analysis_article_link,editor,2,Content,HTML,XLM | resistance,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a | //body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][8]/a
https://coincu.com/1011-flash-crash-borrow-binance/,https://coincu.com/news/ethereum-whale-accumulates-market-shift/,https://coincu.com/ethereum-whale-accumulates-market-shift/,301,old_news_article_link,editor,1,Content,HTML,whale’s activity,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[7]/strong/a
https://coincu.com/10b-eth-shorts-at-risk-if-price-pumps-10/,https://coincu.com/markets/ethereum-etf-record-outflow/,https://coincu.com/ethereum-etf-record-outflow/,301,old_markets_article_link,editor,1,Content,HTML,weekly outflows,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][4]/a
https://coincu.com/11b-short-squeeze-ahead/,https://coincu.com/analysis/btc-107k-signaling-a-move-to-115k/,https://coincu.com/btc-107k-signaling-a-move-to-115k/,301,old_analysis_article_link,editor,1,Content,HTML,Bitcoin,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][5]/a
https://coincu.com/11b-short-squeeze-ahead/,https://coincu.com/analysis/btc-faces-233m-liquidation-threat/,https://coincu.com/btc-faces-233m-liquidation-threat/,301,old_analysis_article_link,editor,1,Content,HTML,liquidation,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a
https://coincu.com/2-20-breakout-looms-xrp-holders-brace/,https://coincu.com/analysis/xrp-on-the-edge-will-it-explode/,https://coincu.com/xrp-on-the-edge-will-it-explode/,301,old_analysis_article_link,editor,1,Content,HTML,XRP,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a
https://coincu.com/2-20-breakout-looms-xrp-holders-brace/,https://coincu.com/analysis/xrp-surge-ahead-watch-this-key-2-20/,https://coincu.com/xrp-surge-ahead-watch-this-key-2-20/,301,old_analysis_article_link,editor,1,Content,HTML,Short-term resistance,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][9]/a
https://coincu.com/21shares-adds-6-new-crypto-etps-to-nasdaq/,https://coincu.com/markets/21shares-spot-solana-etf-launch/,https://coincu.com/21shares-spot-solana-etf-launch/,301,old_markets_article_link,editor,1,Content,HTML,21Shares,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a
https://coincu.com/21shares-dogecoin-etf-rumor/,https://coincu.com/analysis/dogecoin-price-prediction-rsi-support/,https://coincu.com/dogecoin-price-prediction-rsi-support/,301,old_analysis_article_link,editor,1,Content,HTML,Dogecoin (DOGE),Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[6]/strong/a
https://coincu.com/21shares-dogecoin-etf-rumor/,https://coincu.com/news/grayscale-dogecoin-etf-filing/,https://coincu.com/grayscale-dogecoin-etf-filing/,301,old_news_article_link,editor,1,Content,HTML,Dogecoin ETF,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[3]/strong[2]/a
https://coincu.com/21shares-dogecoin-spot-etf-nasdaq/,https://coincu.com/analysis/federal-reserve-crypto-markets-impact/,https://coincu.com/federal-reserve-crypto-markets-impact/,301,old_analysis_article_link,editor,1,Content,HTML,official endorsements,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[8]/strong[3]/a
https://coincu.com/21shares-files-for-ondo-etf/,https://coincu.com/news/21shares-files-s1-ondo-etf-sec/,https://coincu.com/21shares-files-s1-ondo-etf-sec/,301,old_news_article_link,editor,1,Content,HTML,ETF,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][3]/a
https://coincu.com/21shares-files-for-ondo-etf/,https://coincu.com/news/ondo-finance-solana-expansion/,https://coincu.com/ondo-finance-solana-expansion/,301,old_news_article_link,editor,1,Content,HTML,ONDO,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][4]/a
https://coincu.com/21shares-files-s-1-with-sec-to-launch/,https://coincu.com/news/canary-capital-launches-etfs/,https://coincu.com/canary-capital-launches-etfs/,301,old_news_article_link,editor,1,Content,HTML,Canary Capital,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][4]/a
https://coincu.com/21shares-files-s-1-with-sec-to-launch/,https://coincu.com/news/rex-osprey-files-bnb-etf/,,404,old_news_article_link,editor,1,Content,HTML,REX Shares,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][3]/a[2]
https://coincu.com/21shares-files-s-1-with-sec-to-launch/,https://coincu.com/news/sec-crypto-etfs-october-2025/,https://coincu.com/sec-crypto-etfs-october-2025/,301,old_news_article_link,editor,1,Content,HTML,new crypto ETF,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][3]/a[1]
https://coincu.com/21shares-launches-first-us-polkadot-etf/,https://coincu.com/news/sec-delays-21shares-polkadot-etf/,https://coincu.com/sec-delays-21shares-polkadot-etf/,301,old_news_article_link,editor,1,Content,HTML,Bitcoin ETFs,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][7]/a
https://coincu.com/21shares-launches-jitosol-staking-etp-on/,https://coincu.com/news/21shares-adds-6-new-crypto-etps-to-nasdaq/,https://coincu.com/21shares-adds-6-new-crypto-etps-to-nasdaq/,301,old_news_article_link,editor,1,Content,HTML,ETP,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][2]/a
https://coincu.com/21shares-spot-solana-etf-launch/,https://coincu.com/analysis/solana-recovers-after-consolidation-190/,https://coincu.com/solana-recovers-after-consolidation-190/,301,old_analysis_article_link,editor,1,Content,HTML,Coinpaper,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[4]/strong[2]/a
https://coincu.com/21shares-spot-solana-etf-launch/,https://coincu.com/markets/sol-spot-etf-inflows/,https://coincu.com/sol-spot-etf-inflows/,301,old_markets_article_link,editor,1,Content,HTML,Recent price declines,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[6]/strong/a
https://coincu.com/21shares-xrp-etf-approved-what-to-expect/,https://coincu.com/news/coinshares-solana-spot-etf/,https://coincu.com/coinshares-solana-spot-etf/,301,old_news_article_link,editor,1,Content,HTML,CoinShares,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][9]/a
https://coincu.com/21shares-xrp-etf-approved-what-to-expect/,https://coincu.com/news/sec-digital-asset-etf-listings/,https://coincu.com/sec-digital-asset-etf-listings/,301,old_news_article_link,editor,1,Content,HTML,ETF,Absolute,//body/div[@id='wrapper']/main/div/div/div[2]/article/div/div/div[2]/div[1]/p[@class='wp-block-paragraph'][7]/a
