post_id,post_name,url,issue_types,gsc_clicks,gsc_impressions,backlinks,ref_domains,h2_count,anchor_count,promo_pattern,wire_style,claim_check_style,writing_qc_verdict,suggested_action,why,sample_1,sample_2,sample_3
178140,terras-belonging-confiscated-prosecutors,https://coincu.com/terras-belonging-confiscated-prosecutors/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
178124,two-sold-3-73m-arb-token-over-400000-loss,https://coincu.com/two-sold-3-73m-arb-token-over-400000-loss/,visible_raw_url_in_text,0,0,0,0,0,21,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"&quot;0x1e70&quot;. #Arbitrum But according to the docs, all investor and team tokens have a 4-year lock-up period. https://t.co/zajhnJB1Mx pic.twitter.com/ZSTvvKXhze &mdash; Lookonchain (@lookonchain) April 2, 2023 The investors emphasized that, under the US Securities Law, the pre-sale of tokens would",,
177905,elon-musk-dismiss-258b-lawsuit-dogecoin,https://coincu.com/elon-musk-dismiss-258b-lawsuit-dogecoin/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
177830,starknet-airdrop-opportunities,https://coincu.com/starknet-airdrop-opportunities/,visible_raw_url_in_text,0,0,0,0,6,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
177794,arbitrum-foundation-1billion-aip-1-proposal,https://coincu.com/arbitrum-foundation-1billion-aip-1-proposal/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
177707,the-block-new-ceo-wintermute-founder,https://coincu.com/the-block-new-ceo-wintermute-founder/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
177668,rollbit-attempts-to-explain-to-users,https://coincu.com/rollbit-attempts-to-explain-to-users/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
177636,ada-wallets-set-to-empower-cardano-users,https://coincu.com/ada-wallets-set-to-empower-cardano-users/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
177558,daniel-shin-free-twice-court-refused-arrest,https://coincu.com/daniel-shin-free-twice-court-refused-arrest/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
178066,alchemy-pays-10m-funding-signals-major,https://coincu.com/alchemy-pays-10m-funding-signals-major/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
177487,34-million-dogecoin-binance-cftc-lawsuit,https://coincu.com/34-million-dogecoin-binance-cftc-lawsuit/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
177451,supreme-court-rules-bitcoin-are-taxable,https://coincu.com/supreme-court-rules-bitcoin-are-taxable/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
177434,rdnt-token-old-to-new-binance-offers-swap,https://coincu.com/rdnt-token-old-to-new-binance-offers-swap/,visible_raw_url_in_text,0,0,0,0,0,11,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"pported, but&#8230; users first. Notice Regarding the Deposits of Old Radiant Capital (RDNT) Tokens | Binance Support https://t.co/3dYNFzEWKn &mdash; CZ ???? BNB (@cz_binance) March 30, 2023 Following the listing, ScopeProtocol, a Web3 Knowledge Graph Protocol, reported that an individual bought $150K of RD",,
177344,paxful-users-losing-by-celsius-refunded,https://coincu.com/paxful-users-losing-by-celsius-refunded/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
177332,cz-freezes-2m-insider-trading-fxs-listing,https://coincu.com/cz-freezes-2m-insider-trading-fxs-listing/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
177315,usdcs-market-cap-dropped,https://coincu.com/usdcs-market-cap-dropped/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
177264,stronghold-bitcoin-mining-revenue-35,https://coincu.com/stronghold-bitcoin-mining-revenue-35/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
177220,safe-unclaimed-airdrops-users-received-them,https://coincu.com/safe-unclaimed-airdrops-users-received-them/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
177207,beaxy-accused-failing-to-register,https://coincu.com/beaxy-accused-failing-to-register/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
177138,mask-token-surges-25-smart-money-addresses,https://coincu.com/mask-token-surges-25-smart-money-addresses/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
177129,safemoon-vulnerability-fixed-money-safe,https://coincu.com/safemoon-vulnerability-fixed-money-safe/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
177109,syncswap-reaches-5-million-tvl,https://coincu.com/syncswap-reaches-5-million-tvl/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ntralized hybrid exchange with Automatic Market Maker (AMM) on the zkSync Era , Ethereum&#8217;s next frontier. https://twitter.com/sync_swap/status/1640466713434103812 This&nbsp;project,&nbsp;which&nbsp;was&nbsp;launched&nbsp;in&nbsp;April&nbsp;2022,&nbsp;had&nbsp;a&nbsp;campaign&nbsp;seeking&nbsp;testnet&nbsp;participants,&nbsp;and&nbsp;",,
177081,metamask-warns-users,https://coincu.com/metamask-warns-users/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"28, 2023 A number of Twitter accounts claiming to be associated with MASK token airdrop, for example: https://twitter.com/TokensMask/status/1640818833907757057 Metamask said that no information on the timing of the Airdrop/Snapshot or other associated activity has been disclosed. The community should exercise caution with current ",,
176946,binance-sees-850m-withdrawal-amid-cftc,https://coincu.com/binance-sees-850m-withdrawal-amid-cftc/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
176877,cz-denies-market-manipulation-from-cftc,https://coincu.com/cz-denies-market-manipulation-from-cftc/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"nance had been cooperating with the CFTC for over two years. My Response to the CFTC Complaint | Binance Blog https://t.co/TadyotM7HN &mdash; CZ ???? BNB (@cz_binance) March 27, 2023 For allegedly aiding US customers by evading compliance controls from the CFTC, he said Binance had developed the bes",,
176712,bitcoin-at-28000,https://coincu.com/bitcoin-at-28000/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176685,trader-joe-surge-200,https://coincu.com/trader-joe-surge-200/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176664,gucci-teams-up-with-yuga-labs,https://coincu.com/gucci-teams-up-with-yuga-labs/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
176619,metamask-may-airdrop-for-users,https://coincu.com/metamask-may-airdrop-for-users/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"n project. He said in a snapshot of users&#8217; transactions that MetaMask is incubating an airdrop in Q1 2024. https://twitter.com/serpnofomo/status/1640098129826521095 According to the snapshot, the condition to receive the MASK airdrop is that at least a wallet has made 4 txns with a minimum transaction volume of $1000. MASK is said to b",,
176316,ethereums-shanghai-fork-a-comprehensive,https://coincu.com/ethereums-shanghai-fork-a-comprehensive/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu News ,,
176540,arbitrum-arb-price-hits-rock-bottom,https://coincu.com/arbitrum-arb-price-hits-rock-bottom/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu News ,,
176541,cardano-whales-make-waves-with-204-billion,https://coincu.com/cardano-whales-make-waves-with-204-billion/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu News ,,
176529,5-potential-projects-to-airdrop,https://coincu.com/5-potential-projects-to-airdrop/,visible_raw_url_in_text,0,0,0,0,2,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176431,bitdeer-texas-capacity-to-562-mw-by-h2-2022,https://coincu.com/bitdeer-texas-capacity-to-562-mw-by-h2-2022/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
176423,arb-token-airdrop-ranks-arbitrum-37th,https://coincu.com/arb-token-airdrop-ranks-arbitrum-37th/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
176280,okx-finished-burning-180-million-in-okb,https://coincu.com/okx-finished-burning-180-million-in-okb/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
176253,zksyncs-topped-20million-arbitrum-airdrop,https://coincu.com/zksyncs-topped-20million-arbitrum-airdrop/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
176225,markets-falling-deutsche-bank-bankruptcy,https://coincu.com/markets-falling-deutsche-bank-bankruptcy/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
176182,arbitrum-super-airdrop-sold-at-10-29,https://coincu.com/arbitrum-super-airdrop-sold-at-10-29/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
176129,airdrop-hunters-receive-2-3-million-arb,https://coincu.com/airdrop-hunters-receive-2-3-million-arb/,visible_raw_url_in_text,0,0,0,0,0,18,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," . 0xe1e2 received 1.4M $ARB ($1.28M) via 866 addresses and added all 1.4M $ARB to #Uniswap to provide liquidity. https://t.co/sncsZTHrP2 0xbd4e received 933,375 $ARB ($1.28M) via 630 addresses. https://t.co/p5vbqXMYxD pic.twitter.com/NqrrAWYLgU &mdash; Lookonchain (@lookonchain) March 24, 2023 The",,
176089,ark-invest-bought-again-coinbase-shares,https://coincu.com/ark-invest-bought-again-coinbase-shares/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176060,defi-projects-send-mysterious-messages,https://coincu.com/defi-projects-send-mysterious-messages/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176033,blockfi-raises-almost-5m,https://coincu.com/blockfi-raises-almost-5m/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
176032,74-arb-token-claimed-after-arbitrum-airdrop,https://coincu.com/74-arb-token-claimed-after-arbitrum-airdrop/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," more Get the inside scoop on the airdrop! Discover top recipients &amp; Smart Money moves on our FREE dashboard ???? https://t.co/QgT45A17Cv Must read tweet 4 ???? pic.twitter.com/Eait3zhT0C &mdash; Nansen ???? (@nansen_ai) March 24, 2023 Especially 625,143 individual Arbitrum addresses are eligible for",,
175942,arbitrum-arb-token-trading-go-live-1-70,https://coincu.com/arbitrum-arb-token-trading-go-live-1-70/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
175883,arbitrum-transaction-breaks-all-time-high,https://coincu.com/arbitrum-transaction-breaks-all-time-high/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
175885,bitcoin-plummets-as-traders-suffer-260m,https://coincu.com/bitcoin-plummets-as-traders-suffer-260m/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
175755,over-1-million-space-id-tokens-sent-wallet,https://coincu.com/over-1-million-space-id-tokens-sent-wallet/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"f he sold at an average price of $0.5, he would get $537K. And I just received an airdrop of 303 $ID , how about you? https://t.co/QHheLoa0xx pic.twitter.com/2StOy8ECIm &mdash; Lookonchain (@lookonchain) March 22, 2023 Previously, Binance Launchpad opened the registration channel for the Space ID project.",,
175726,sec-sues-justin-sun,https://coincu.com/sec-sues-justin-sun/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
175706,arbitrum-airdrop-a-remarkable-case-study,https://coincu.com/arbitrum-airdrop-a-remarkable-case-study/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
175675,french-lawmakers-stop-promoting-crypto,https://coincu.com/french-lawmakers-stop-promoting-crypto/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
175676,arbitrums-new-all-time-high-13-million,https://coincu.com/arbitrums-new-all-time-high-13-million/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
175654,circle-alerts-cso-account-hacked,https://coincu.com/circle-alerts-cso-account-hacked/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ount apparently started offering bogus loyalty benefits to long-time USDC members in a previously deleted Tweet. https://twitter.com/circle/status/1638527328971026436 Circle CEO Jeremy Allaire acknowledged the fraudulent Twitter thread promised USDC holders a one-time bonus in the form of an airdrop. Prior to the breach, Dante Dispa",,
175596,kang-jong-hyuns-manipulates-corrupts-48m,https://coincu.com/kang-jong-hyuns-manipulates-corrupts-48m/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
