post_id,post_name,url,issue_types,gsc_clicks,gsc_impressions,backlinks,ref_domains,h2_count,anchor_count,promo_pattern,wire_style,claim_check_style,writing_qc_verdict,suggested_action,why,sample_1,sample_2,sample_3
211809,jpmorgan-bitcoin-miners-ai-amidst-halving,https://coincu.com/jpmorgan-bitcoin-miners-ai-amidst-halving/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
211778,exa-token-drops-nearly-30-exactly-protocols-12m,https://coincu.com/exa-token-drops-nearly-30-exactly-protocols-12m/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," Two exploiter contracts identified. Numerous calls to the function kick() ???? On-chain details of the attack ???? https://t.co/WusoM96vhF pic.twitter.com/30q2wK9DmB &mdash; De.Fi Antivirus Web3 ????️ (@DeDotFiSecurity) August 18, 2023 The hack coincides with a significant downturn in the wider cryptoc",,
211479,sei-networks-airdrop-price-plunge-over-20,https://coincu.com/sei-networks-airdrop-price-plunge-over-20/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
211264,sei-mainnet-online-airdrop-opened-claim-now,https://coincu.com/sei-mainnet-online-airdrop-opened-claim-now/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"users to participate in a first-hand blockchain experience. Pacific-1 Public Launch is here. Read more here: https://t.co/OVVck23O1G &mdash; Sei Foundation (@Sei_FND) August 16, 2023 Users can test their level and participate in cross-chain airdrops and rewards for Atlantic contributors on the ai",,
210826,cyberconnect-airdrop-300-price-surge-at-7,https://coincu.com/cyberconnect-airdrop-300-price-surge-at-7/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
210817,sei-network-unveils-atlantic-rewards-for-testers,https://coincu.com/sei-network-unveils-atlantic-rewards-for-testers/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
210813,sei-network-airdrop-query-mainnet-release,https://coincu.com/sei-network-airdrop-query-mainnet-release/,raw_url_after_colon|visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ic mainnet.</p> <p>To participate in the crosschain airdrop and check eligibility, users can visit the following link: https://app.sei.io/. <a href=""https://coincu.com/210749-sei-network-reveals-its-tokenomics/"">Sei Network</a>&#8216;s SEI tokens have been allocated with 6 major use cases, and a substantial 3% of toke","ublic mainnet. To participate in the crosschain airdrop and check eligibility, users can visit the following link: https://app.sei.io/. Sei Network &#8216;s SEI tokens have been allocated with 6 major use cases, and a substantial 3% of tokens are designated for the reward pool during the first quarter. Sei&#",
209854,justin-suns-total-dai-deposit-into-170-million,https://coincu.com/justin-suns-total-dai-deposit-into-170-million/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," 8% 的 APY： 7 小时前，孙哥抵押 102,462 $stETH ($190M) 铸造 7,780 万 DAI，然后将 DAI 存入 Maker 赚取目前 8% 的 APY。 目前 DAI 的 DSR 存款已经 $10 亿。 https://t.co/lVoGsdgsn7 推文由 @LionDEX_CN 赞助 pic.twitter.com/ErayfQKXRI &mdash; 余烬 (@EmberCN) August 10, 2023 Sun has also made previous mortgage transactions, such as 76064 $stETH to min",,
208609,ygg-price-surges-by-250-in-7-days-as-investors,https://coincu.com/ygg-price-surges-by-250-in-7-days-as-investors/,visible_raw_url_in_text,0,0,0,0,0,16,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,($1.16M) left. BITKRAFT Ventures deposit 1.57M $YGG ($907K) to #Binance via Wintermute Trading and FalconX. https://t.co/AAf2g4ERnO Whale&quot;0x639B&quot; deposit 2M $YGG ($1.16M) to #Binance and still has 2M $YGG ($1.16M) left. https://t.co/t8LpKSpiAd pic.twitter.com/O8TCeONJbY &mdash; Lookonchain (,,
207668,giant-whale-deposits-200000-unis-into-okx,https://coincu.com/giant-whale-deposits-200000-unis-into-okx/,visible_raw_url_in_text,0,0,0,0,0,12,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," price was $4.92. Based on the current price, his profit is ~$764K. stevu.eth currently holds 300,545 $UNI ($1.94M). https://t.co/g8bNsGJBiR pic.twitter.com/URrlnmSqNh &mdash; Lookonchain (@lookonchain) August 1, 2023 The cryptocurrency community is closely observing the activities of &#8220;stevu.eth,&#",,
207430,tethers-q2-rserves-surge-to-3-3-billion,https://coincu.com/tethers-q2-rserves-surge-to-3-3-billion/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
207161,gucci-vault-material-nft-10ktf-shop,https://coincu.com/gucci-vault-material-nft-10ktf-shop/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
206670,makerdao-adopts-enhanced-dai-savings-rate,https://coincu.com/makerdao-adopts-enhanced-dai-savings-rate/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," 99.93% of the votes in favor. Maker Governance approved Spark Protocol&#39;s latest D3M Adjustments. ????️ https://t.co/155Qng3kPe With over 92K MKR in favor, the approval supports the raising of the Maximum Debt Ceiling from 20 million DAI to 200 million DAI. pic.twitter.com/S58O8R0Z7s &mdash; Maker (@Ma",,
206284,fintech-festival-asia,https://coincu.com/fintech-festival-asia/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"tificial intelligence, or gain insights from industry leaders. Buy your tickets now for the Fintech Festival Asia at https://fintechfestival.asia . A Standard Ticket will cost USD 77, a Business Ticket will cost USD 210, and a VIP ticket will cost USD 456. For media inquiries, please contact: Andrea Putri ",,
206210,arbitrum-goerli-testnet-launched-on-substancex,https://coincu.com/arbitrum-goerli-testnet-launched-on-substancex/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ack to the bear market. ???? ???? Complete all testnet campaigns to share 12,000,000 $SEX prize pool. ⤵️ #Gleam https://t.co/Z8vCoBwC8p pic.twitter.com/l93h4jAHTV &mdash; SubstanceX (????????????) (@SubstanceX_) July 25, 2023 SubstanceX stands out for its support of social, email, and mobile login",,
205052,coinlist-twitter-account-suspected-of-hacking,https://coincu.com/coinlist-twitter-account-suspected-of-hacking/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"f any promotional offers or giveaways, especially when they involve cryptocurrencies or sensitive personal data. https://twitter.com/CoinList/status/1682819437861167104 In response to the incident, Coinlist has issued an official statement urging its users to disregard the fraudulent tweets and refrain from interacting with any suspicious ",,
204903,mkr-whales-move-tokens-to-exchanges,https://coincu.com/mkr-whales-move-tokens-to-exchanges/,visible_raw_url_in_text,0,0,0,0,0,21,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"($1.54M currently) from #Binance and #Bitget at an average price of $793. And currently holds 800 $MKR ($936K). https://t.co/vkdFdYP0j1 pic.twitter.com/qvKhn7oF9d &mdash; Lookonchain (@lookonchain) July 21, 2023 At the same time, CMS Holdings, a private investment firm specializing in blockchain and",,
204553,uniswap-founder-control-twitter-hacked,https://coincu.com/uniswap-founder-control-twitter-hacked/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ut tonight, and the effort people put in to help with takedowns, warnings, etc Will follow up with updates when ready https://t.co/t6WCAWOYlP &mdash; hayden.eth ???? (@haydenzadams) July 21, 2023 Earlier this morning, it was reported that the Twitter account of Uniswap founder Hayden Adams with more than 25",,
204448,pleasrdao-twitter-hack-causes-1-2-million-losses,https://coincu.com/pleasrdao-twitter-hack-causes-1-2-million-losses/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," fake site/tweets Saddens me that this happens on the tail of Jamis recovering from a traumatic brain injury for the… https://t.co/MlXfzauKfq &mdash; jAPEs ✨ (@JuanPaDulanto) July 19, 2023 The official PleasrDAO Twitter account posted related tweets about the adoption of the PLEASR pseudo-token. There were ",,
204375,binance-shorter-deposit-eth-arbitrum-optimism,https://coincu.com/binance-shorter-deposit-eth-arbitrum-optimism/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"nabling users to obtain multiple deposit addresses for a single network. Find out how to claim a new address here ???? https://t.co/d8XZTybJTe &mdash; Binance (@binance) July 17, 2023 The initial release focuses on tokens in the Ethereum network, including ERC20 tokens and Ethereum alternative networks such ",,
204176,200-ethereum-ic0-moved-to-coinbase,https://coincu.com/200-ethereum-ic0-moved-to-coinbase/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"眠中醒来： 将从 #Ethereum 创世区块中获得的 200 ETH 转入 Coinbase。 $62 (2015/7/30 价值) → $377,600 (2023/7/20 价值) 推文由 @LionDEX_CN 赞助 https://t.co/y55rpa7EZb pic.twitter.com/Bs3TnR8RKz &mdash; 余烬 (@EmberCN) July 20, 2023 This development makes users more worried about the negative information that may happen to the secon",,
203762,linea-network-airdrop-nft-for-5-6m-wallets,https://coincu.com/linea-network-airdrop-nft-for-5-6m-wallets/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"11; Delta &#8211; Omega Your Linea voyage points will decide which category NFT you&#39;ll receive. Check full info: https://t.co/vxs5yrVEuC pic.twitter.com/zwP4JyUK7c &mdash; Airdrop Adventure ???? (@Airdrop_Adv) July 18, 2023 This collection comes in five different editions. The first four editions, “A",,
203165,zksyncs-169365-users-ethcc-success,https://coincu.com/zksyncs-169365-users-ethcc-success/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
202800,certus-one-boosts-lido-with-2m-binance-deposit,https://coincu.com/certus-one-boosts-lido-with-2m-binance-deposit/,visible_raw_url_in_text,0,0,0,0,0,12,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"at $2.255 ($4.51M) 6.5 hrs ago. They received 10M $LDO from Lido Finance in 2020 and had been holding all until now. https://t.co/qBkKNgVqFm pic.twitter.com/nMfImPsFa3 &mdash; Spot On Chain (@spotonchain) July 14, 2023 Certus One had received 10 million LDO tokens from Lido Finance in 2020 and has been",,
202317,hive-digital-embraces-ai-shakes-up-crypto-mining,https://coincu.com/hive-digital-embraces-ai-shakes-up-crypto-mining/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"me better reflects our evolving focus on cloud compute technology, AI and the Web3 ecosystem. Read the press release: https://t.co/yczuLivGq6 pic.twitter.com/5jijZFqdeI &mdash; HIVE Digital Technologies (@HIVEDigitalTech) July 12, 2023 According to Hive&#8217;s CEO, Aydin Kilic, the company requires a str",,
201465,arkham-referral-links-can-leak-user-data,https://coincu.com/arkham-referral-links-can-leak-user-data/,visible_raw_url_in_text,0,0,0,0,0,12,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,#8217;s referral link was having a bug that could potentially leak users&#8217; emails. Hello @ArkhamIntel https://t.co/u5sJwPU6Pj Kindly please fix this bug It&#39;s showing email id. It&#39;s simply base64 encryption. Guys don&#39;t share Arkham link it will leak your e-mail id. pic.twitter.com/oyhp3Ps,,
201417,pepe-whales-disruption-spurring-investor,https://coincu.com/pepe-whales-disruption-spurring-investor/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
201338,cega-finance-expands-to-l2-network-arbitrum,https://coincu.com/cega-finance-expands-to-l2-network-arbitrum/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"offering a safer and superior yield opportunity for stablecoin holders. Strap in Arbinauts &#8211; let’s dive in. ???? https://t.co/Sy60k5VBZi &mdash; cega ???? (@cega_fi) July 10, 2023 The L2 vault, according to Cega, is a good option for Arbitrum community members looking for a diversified, risk-managed st",,
201063,unisat-launch-nft-marketplace-next-week,https://coincu.com/unisat-launch-nft-marketplace-next-week/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ions automatically, by utilizing information stored in the given GitHub repository (with gratitude to ordinals-wallet). https://t.co/DYXbcTioU3 &mdash; UniSat Wallet &#8211; Store, Inscribe and Search. (@unisat_wallet) July 9, 2023 In addition, the UniSat collection mentioned earlier this week will be made pu",,
200469,blur-founder-fights-back-against-nft-market,https://coincu.com/blur-founder-fights-back-against-nft-market/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"s have gone down. One of the few times floor prices went up in concert was when we injected liquidity into nfts via… https://t.co/8bsZcvDuD9 &mdash; Pacman | Blur + Blast (@PacmanBlur) July 5, 2023 The NFT market has been experiencing a decline for over a year, particularly compared to the soaring prices",,
200412,blackrock-ceo-praises-bitcoin,https://coincu.com/blackrock-ceo-praises-bitcoin/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
200238,lifeform-journey-and-earn-ultimate-nft,https://coincu.com/lifeform-journey-and-earn-ultimate-nft/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Tommy Coincu &nbsp; News ,,
200285,orbiter-finance-will-compensate-users,https://coincu.com/orbiter-finance-will-compensate-users/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
200200,flare-token-56200-bnb-tornado-cash,https://coincu.com/flare-token-56200-bnb-tornado-cash/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
200128,paraspace-azuki-airdrop-elementals-on-platform,https://coincu.com/paraspace-azuki-airdrop-elementals-on-platform/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
200110,warning-storj-team-sent-2-5m-to-binance,https://coincu.com/warning-storj-team-sent-2-5m-to-binance/,visible_raw_url_in_text,0,0,0,0,0,14,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"j Team deposited 2.5M $STORJ ($1.22M) to #Binance after $STORJ rose, and currently holds 11.6M $STORJ ($5.7M). https://t.co/trIDjhXmBd pic.twitter.com/rTLKx6dSFS &mdash; Lookonchain (@lookonchain) July 5, 2023 Looking at this token&#8217;s spike in price chart and the project&#8217;s questionable b",,
199921,199921-axie-community-week-events,https://coincu.com/199921-axie-community-week-events/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Tommy Coincu &nbsp; News ,,
199896,dydx-6-wintermute-trading-profit-taking,https://coincu.com/dydx-6-wintermute-trading-profit-taking/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
199892,voyager-digital-creditors-to-pay-5-1m,https://coincu.com/voyager-digital-creditors-to-pay-5-1m/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
199804,binance-nft-launches-nft-collection-for-cr7,https://coincu.com/binance-nft-launches-nft-collection-for-cr7/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
199775,azukidao-suffers-exploit-leads-to-35-eth-loss,https://coincu.com/azukidao-suffers-exploit-leads-to-35-eth-loss/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
199712,belarus-plans-to-ban-crypto-trading-individuals,https://coincu.com/belarus-plans-to-ban-crypto-trading-individuals/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu News ,,
199341,logan-paul-hasnt-refunded-cryptozoo-buyers,https://coincu.com/logan-paul-hasnt-refunded-cryptozoo-buyers/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ice. We encourage you to do your own research before investing. Join us to keep track of&nbsp; news &nbsp;:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
198916,space-id-airdrop-season-2-22-48-million-ids,https://coincu.com/space-id-airdrop-season-2-22-48-million-ids/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"00 users actively taking part in the journey. Take a look at the Season 2 overview &amp; details of the $ID airdrop: https://t.co/KD3Q38VG8r &mdash; SPACE ID (@SpaceIDProtocol) June 29, 2023 As the second season journey comes to an end, SPACE ID has revealed its plans to open the airdrop application page f",,
198882,space-id-airdrop-2-over-22-48m-id-distributed,https://coincu.com/space-id-airdrop-2-over-22-48m-id-distributed/,visible_raw_url_in_text,0,0,0,0,0,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"00 users actively taking part in the journey. Take a look at the Season 2 overview &amp; details of the $ID airdrop: https://t.co/KD3Q38VG8r &mdash; SPACE ID (@SpaceIDProtocol) June 29, 2023 Previously, Space ID paid an airdrop to users who bought and held the project&#8217;s domain name. After that, the p",,
198867,delio-filed-bankruptcy-haru-invest-incident,https://coincu.com/delio-filed-bankruptcy-haru-invest-incident/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
