post_id,post_name,url,match_rows,unique_matched_urls,sample_matched_url
394818,x-faces-scrutiny-after-march-2025-outage-cloudflare-error,https://coincu.com/x-faces-scrutiny-after-march-2025-outage-cloudflare-error/,5,5,https://aiaslabs.com/2025/05/09/widespread-timeline-issues-hit-x-as-users-report-outages/?utm_source=openai
394832,prediction-markets-face-reset-as-buterin-urges-hedging,https://coincu.com/prediction-markets-face-reset-as-buterin-urges-hedging/,5,5,https://cointelegraph.com/news/prediction-markets-hedging-buterin?utm_source=openai
395273,bitcoin-sees-bank-participation-curbed-by-1250-basel-rule,https://coincu.com/bitcoin-sees-bank-participation-curbed-by-1250-basel-rule/,5,5,https://cointelegraph.com/explained/why-michael-saylor-wants-nations-to-build-bitcoin-banks?utm_source=openai
395326,gold-trading-shifts-as-hong-kong-maps-clearing-link-to-sge,https://coincu.com/gold-trading-shifts-as-hong-kong-maps-clearing-link-to-sge/,5,5,https://www.chinadailyhk.com/hk/article/597132?utm_source=openai
395368,ethereum-weighs-risc-v-layer-amid-censorship-push,https://coincu.com/ethereum-weighs-risc-v-layer-amid-censorship-push/,5,5,https://blockworks.co/news/vitalik-ethereum-evm-scaling-l1-plan/?utm_source=openai
395573,prediction-markets-face-liquidity-gaps-amid-insider-risk,https://coincu.com/prediction-markets-face-liquidity-gaps-amid-insider-risk/,5,5,https://arxiv.org/abs/2601.01706?utm_source=openai
395997,usdc-gains-traction-as-stripe-rolls-out-tempo-settlement,https://coincu.com/usdc-gains-traction-as-stripe-rolls-out-tempo-settlement/,5,5,https://techcrunch.com/2025/09/04/stripe-enlists-a-whos-who-including-anthropic-openai-and-paradigm-to-build-a-new-blockchain/?utm_source=openai
396096,gold-and-silver-etfs-broaden-reach-after-sebi-pfrda-moves,https://coincu.com/gold-and-silver-etfs-broaden-reach-after-sebi-pfrda-moves/,5,5,https://www.business-standard.com/amp/markets/mutual-fund/equity-mfs-may-soon-get-to-dabble-into-gold-silver-125072201244_1.html?utm_source=openai
396394,markets-watch-khamenei-death-reports-after-tehran-strikes,https://coincu.com/markets-watch-khamenei-death-reports-after-tehran-strikes/,5,5,https://apnews.com/article/b7c1071c7c07036ce41040863e38ed64?utm_source=openai
396407,iran-says-pezeshkian-survived-amid-us-israel-strikes,https://coincu.com/iran-says-pezeshkian-survived-amid-us-israel-strikes/,5,5,https://apnews.com/article/578a5791e81493edd09951898ae6f712?utm_source=openai
396410,polymarket-draws-scrutiny-after-iran-strike-bets,https://coincu.com/polymarket-draws-scrutiny-after-iran-strike-bets/,5,5,https://www.barrons.com/articles/prediction-markets-insider-trading-polymarket-kalshi-d5adb0c6?utm_source=openai
396458,iran-retaliates-with-missiles-after-reported-khamenei-death,https://coincu.com/iran-retaliates-with-missiles-after-reported-khamenei-death/,5,5,"https://coincu.com/c/news/"">news</a>/2026/3/1/us-israel-attacks-on-iran-day-2-khamenei-is-killed-iran-retaliates?utm_source=openai&#8221;"
397964,moonshot-ai-draws-scrutiny-on-18b-rumor-amid-funding-review,https://coincu.com/moonshot-ai-draws-scrutiny-on-18b-rumor-amid-funding-review/,5,5,https://eastoregonian.com/2024/04/08/one-of-elon-musks-newer-companies-is-eyeing-an-18-billion-valuation/?utm_source=openai).</p><p>Another
398025,gold-steadies-as-iran-rejects-talks-eu-snapback-in-focus,https://coincu.com/gold-steadies-as-iran-rejects-talks-eu-snapback-in-focus/,5,5,https://www.aljazeera.com/news/2025/8/22/iran-rejects-sanctions-threats-before-renewed-nuclear-talks-with-europe?utm_source=openai).
398052,gold-holds-ahead-of-super-central-bank-week-on-energy-risks,https://coincu.com/gold-holds-ahead-of-super-central-bank-week-on-energy-risks/,5,5,https://aapnews.aap.com.au/news/bank-chief-s-big-watch-on-inflation-cost-of-iran-action?utm_source=openai).</p><h3
398543,rmb-steadies-as-pboc-outlines-market-stability-toolkit,https://coincu.com/rmb-steadies-as-pboc-outlines-market-stability-toolkit/,5,5,https://thediplomat.com/2024/11/listening-to-chinas-economic-whisperers/?utm_source=openai
394345,paypay-files-for-u-s-ipo-amid-softbank-ai-push,https://coincu.com/paypay-files-for-u-s-ipo-amid-softbank-ai-push/,6,4,https://finance.yahoo.com/news/exclusive-paypay-valuation-could-exceed-045343325.html?utm_source=openai
393815,us-iran-nuclear-talks-steady-as-uranium-dispute-flares,https://coincu.com/us-iran-nuclear-talks-steady-as-uranium-dispute-flares/,4,4,https://apnews.com/article/826b7707e0d584d181f65c0e51846dbb?utm_source=openai
393853,ardor-ardr-faces-binance-pair-review-amid-delisting-queries,https://coincu.com/ardor-ardr-faces-binance-pair-review-amid-delisting-queries/,4,4,https://coinness.com/en/news/1148586?utm_source=openai
393894,erebor-bank-secures-conditional-occ-nod-post-svb,https://coincu.com/erebor-bank-secures-conditional-occ-nod-post-svb/,4,4,https://business.columbia.edu/insights/finance-economics/after-silicon-valley-banks-collapse-cbs-experts-weigh-causes-solutions?utm_source=openai
393925,hyperliquid-open-interest-dips-below-5b-amid-liquidations,https://coincu.com/hyperliquid-open-interest-dips-below-5b-amid-liquidations/,4,4,https://cointelegraph.com/news/aster-open-interest-surge-hyperliquid-daily-volumes/?utm_source=openai
393931,story-protocol-ip-delays-unlock-to-aug-2026-amid-ai-shift,https://coincu.com/story-protocol-ip-delays-unlock-to-aug-2026-amid-ai-shift/,4,4,https://www.ainvest.com/news/story-protocol-ip-unlock-delay-liquidity-pause-weak-price-action-2602/?utm_source=openai
393985,crypto-access-tightens-as-victory-securities-blocks-cn-ips,https://coincu.com/crypto-access-tightens-as-victory-securities-blocks-cn-ips/,4,4,https://news.superex.com/flash/30781.html?utm_source=openai
394070,usdt0-routes-liquidity-as-layerzero-oft-links-chains,https://coincu.com/usdt0-routes-liquidity-as-layerzero-oft-links-chains/,4,4,"https://coincu.com/news/crypto/"">crypto</a>-Networks?utm_source=openai&#8221;"
394081,federal-reserve-signals-caution-on-ai-jobs-rate-path,https://coincu.com/federal-reserve-signals-caution-on-ai-jobs-rate-path/,4,4,https://arxiv.org/abs/2503.19159?utm_source=openai
394112,polymarket-adds-attention-markets-in-kaito-ai-tie-up,https://coincu.com/polymarket-adds-attention-markets-in-kaito-ai-tie-up/,4,4,https://coingape.com/prediction-market-news-polymarket-to-offer-attention-markets-amid-regulatory-crackdown/?utm_source=openai
394227,solana-gains-traction-on-rwa-tokenization-stablecoin-rails,https://coincu.com/solana-gains-traction-on-rwa-tokenization-stablecoin-rails/,4,4,https://forklog.com/en/bitwise-predicts-solana-as-wall-streets-future-favorite/?utm_source=openai
394387,u-s-cpi-eyed-ahead-of-january-2026-print-fed-path-in-focus,https://coincu.com/u-s-cpi-eyed-ahead-of-january-2026-print-fed-path-in-focus/,4,4,https://apnews.com/article/d489cfa4b48e32232f136830333d1db0?utm_source=openai
394611,crcl-faces-scrutiny-as-vanguard-13f-flags-400m-loss,https://coincu.com/crcl-faces-scrutiny-as-vanguard-13f-flags-400m-loss/,4,4,https://www.ainvest.com/news/vanguard-circle-holdings-face-400-million-unrealized-loss-q4-filing-2602/?utm_source=openai
394659,ether-holds-as-buterin-backs-hedging-first-markets,https://coincu.com/ether-holds-as-buterin-backs-hedging-first-markets/,4,4,https://insights.som.yale.edu/insights/dont-trust-the-political-prediction-markets?utm_source=openai
394706,binance-faces-scrutiny-over-iran-linked-usdt-on-tron,https://coincu.com/binance-faces-scrutiny-over-iran-linked-usdt-on-tron/,4,4,https://fortune.com/2026/02/13/binance-investigators-fired-iran-sanctions-potential-violations/?utm_source=openai
394980,crypto-markets-await-sec-cftc-split-as-bill-nears,https://coincu.com/crypto-markets-await-sec-cftc-split-as-bill-nears/,4,4,https://cointelegraph.com/news/cftc-commissioners-amendment-market-structure-bill-markup?utm_source=openai
395055,bnb-draws-scrutiny-on-5354x-claim-as-burn-regulation-weigh,https://coincu.com/bnb-draws-scrutiny-on-5354x-claim-as-burn-regulation-weigh/,4,4,https://www.ainvest.com/news/binance-strategic-leadership-shift-assessing-impact-yi-ceo-bnb-ecosystem-growth-2512/?utm_source=openai
395255,robinhood-logs-22-9b-crypto-3-4b-event-contracts-jan-26,https://coincu.com/robinhood-logs-22-9b-crypto-3-4b-event-contracts-jan-26/,4,4,https://www.ccn.com/news/crypto/robinhood-prediction-market-supercycle-cftc-event-contracts-rothera/?utm_source=openai
395337,stablecoins-face-yield-curbs-as-us-bill-talks-continue,https://coincu.com/stablecoins-face-yield-curbs-as-us-bill-talks-continue/,4,4,https://stocktwits.com/news-articles/markets/cryptocurrency/white-house-takes-reins-in-crypto-bank-stablecoin-talks/cZRZsUXR4DY/?utm_source=openai
395354,kalshi-odds-face-scrutiny-amid-supreme-court-ieepa-review,https://coincu.com/kalshi-odds-face-scrutiny-amid-supreme-court-ieepa-review/,4,4,https://en.bloomingbit.io/feed/news/106417/?utm_source=openai
395469,ethereum-weighs-risc-v-target-after-buterins-vision,https://coincu.com/ethereum-weighs-risc-v-target-after-buterins-vision/,4,4,https://crypto2community.com/crypto-news/ethereum-foundations-new-co-executive-responds-to-vitalik-buterins-risc-v-proposal/?utm_source=openai
395585,jup-pares-emissions-as-dao-vote-passes-net-zero-plan,https://coincu.com/jup-pares-emissions-as-dao-vote-passes-net-zero-plan/,4,4,https://cryptorank.io/news/feed/adab3-jupiter-dao-vote-canceling-jupuary-airdrops?utm_source=openai
396050,stripe-flags-ai-native-shift-as-usage-pricing-reshapes-saas,https://coincu.com/stripe-flags-ai-native-shift-as-usage-pricing-reshapes-saas/,4,4,https://techcrunch.com/2025/02/27/stripe-ceo-says-ai-startups-are-growing-faster-than-saas-ever-did-and-calling-them-wrappers-misses-the-point/?utm_source=openai
396072,forum-pivots-to-rwa-after-rebrand-targets-home-loans,https://coincu.com/forum-pivots-to-rwa-after-rebrand-targets-home-loans/,4,4,https://cointelegraph.com/news/peter-thiel-founders-fund-exits-ethzilla-stake?utm_source=openai
396075,usdt-draws-scrutiny-as-u-s-seizes-61m-in-pig-butchering-case,https://coincu.com/usdt-draws-scrutiny-as-u-s-seizes-61m-in-pig-butchering-case/,4,4,https://finance.yahoo.com/news/stablecoin-law-allows-crypto-firms-140057400.html/?utm_source=openai
396093,aave-surpasses-1t-lending-as-horizon-opens-rwa-markets,https://coincu.com/aave-surpasses-1t-lending-as-horizon-opens-rwa-markets/,4,4,https://chainlinktoday.com/aaves-stani-kulechov-on-embedded-defis-trillion-dollar-opportunity/?utm_source=openai
396103,dragonfly-capital-faces-scrutiny-amid-founding-dispute,https://coincu.com/dragonfly-capital-faces-scrutiny-amid-founding-dispute/,4,4,https://fortune.com/2026/02/17/dragonfly-fourth-fund-crypto-venture-capital-blockchain-polymarket-ethena//?utm_source=openai
396124,zetrix-ai-secures-40m-ifc-backing-amid-malaysia-dpi-push,https://coincu.com/zetrix-ai-secures-40m-ifc-backing-amid-malaysia-dpi-push/,4,4,https://www.ainvest.com/news/malaysian-zetrix-completes-40-million-funding-ai-subsidiary-plans-nasdaq-listing-2602-65/?utm_source=openai
396264,pyusd-expands-access-as-pyusdx-launches-with-moonpay,https://coincu.com/pyusd-expands-access-as-pyusdx-launches-with-moonpay/,4,4,https://en.cryptonomist.ch/2026/02/27/pyusdx-stablecoin-infrastructure/?utm_source=openai
396323,pentagon-pizza-index-resurfaces-amid-u-s-strikes-on-iran,https://coincu.com/pentagon-pizza-index-resurfaces-amid-u-s-strikes-on-iran/,4,4,"https://coincu.com/c/news/"">news</a>/what-pentagon-pizza-meter-and-can-it-predict-wars?utm_source=openai&#8221;"
396326,google-maps-tested-in-pentagon-pizza-index-june-12-check,https://coincu.com/google-maps-tested-in-pentagon-pizza-index-june-12-check/,4,4,https://en.wikipedia.org/wiki/Pentagon<em>pizza</em>theory?utm_source=openai
396335,oil-tankers-reroute-as-hormuz-tensions-rise,https://coincu.com/oil-tankers-reroute-as-hormuz-tensions-rise/,4,4,https://www.bairdmaritime.com/shipping/commercial-shipping-traffic-continues-through-strait-of-hormuz-amid-uncertainty-following-israel-iran-hostilities?utm_source=openai
396361,polymarket-faces-scrutiny-after-6-5m-iran-bet-loss,https://coincu.com/polymarket-faces-scrutiny-after-6-5m-iran-bet-loss/,4,4,https://philippdubach.com/posts/the-absolute-insider-mess-of-prediction-markets/?utm_source=openai
396430,bitcoin-steady-as-u-s-vows-unprecedented-force-on-iran,https://coincu.com/bitcoin-steady-as-u-s-vows-unprecedented-force-on-iran/,4,4,https://apnews.com/article/693bc30bbbc98660d81f4a13f65ca10f?utm_source=openai
396611,brent-crude-climbs-as-u-s-iran-tensions-escalate,https://coincu.com/brent-crude-climbs-as-u-s-iran-tensions-escalate/,4,4,https://apnews.com/article/85f4139b11e5191d880a6e114e1b5a62?utm_source=openai).</p><h2
397508,google-advances-gemini-ai-agents-for-pentagon-amid-pushback,https://coincu.com/google-advances-gemini-ai-agents-for-pentagon-amid-pushback/,4,4,https://apnews.com/article/9b28dda41bdb52b6a378fa9fc80b8fda?utm_source=openai).
397593,wells-fargo-files-wfusd-trademark-amid-tokenization-push,https://coincu.com/wells-fargo-files-wfusd-trademark-amid-tokenization-push/,4,4,https://cointelegraph.com/news/wells-fargo-files-trademark-crypto-trading-payments-wfusd?utm_source=openai).
397830,oil-holds-as-g7-call-claim-on-iran-faces-scrutiny,https://coincu.com/oil-holds-as-g7-call-claim-on-iran-faces-scrutiny/,4,4,"https://coincu.com/c/news/"">news</a>/what-irans-supreme-leader-ayatollah-ali-khamenei-said-on-trumps-surrender-remark-8771325?utm_source=openai)."
398096,aave-reviews-mev-slippage-safeguards-after-50m-cow-swap,https://coincu.com/aave-reviews-mev-slippage-safeguards-after-50m-cow-swap/,4,4,https://aave.com/blog/aave-cow-swap?utm_source=openai).
398124,ironlight-raises-12m-per-filings-ats-status-detailed,https://coincu.com/ironlight-raises-12m-per-filings-ats-status-detailed/,4,4,https://www.coindesk.com/business/2024/05/02/tradfi-veterans-pitch-tokenized-asset-marketplace-with-eyes-on-us-regulatory-approval?utm_source=openai).</p><p>Subsequent
398361,fed-dot-plot-tilts-to-one-2024-cut-as-core-pce-stays-firm,https://coincu.com/fed-dot-plot-tilts-to-one-2024-cut-as-core-pce-stays-firm/,4,4,https://www.cnbc.com/2024/11/04/top-wall-street-execs-are-getting-skeptical-on-the-feds-easing-path.html?utm_source=openai).</p><h2
398398,netflix-readies-the-altruists-as-ftx-case-lingers,https://coincu.com/netflix-readies-the-altruists-as-ftx-case-lingers/,4,4,https://carleton.ca/panl/wp-content/uploads/What-Can-the-Philanthropic-Sector-Take-from-the-Downfall-of-Samuel-Bankman-Fried-and-His-Ties-to-Effective-Altruism-a-five-part-series-by-Calum-Carmichael-2023-1.pdf?utm_source=openai).</p><p>Trial
398429,bitcoin-trades-as-cz-flags-high-u-s-fees-weak-competition,https://coincu.com/bitcoin-trades-as-cz-flags-high-u-s-fees-weak-competition/,4,4,https://business.cch.com/srd/BinanceandCEOPleadGuiltytoFederalCharges.pdf?utm_source=openai
398432,digital-won-advances-as-phase-2-pilot-starts-with-9-banks,https://coincu.com/digital-won-advances-as-phase-2-pilot-starts-with-9-banks/,4,4,https://biz.chosun.com/en/en-policy/2025/08/03/OOLUDEP4VZHLZNYIDHYYT2YU2I/?utm_source=openai).
398571,euro-holds-as-ecb-stands-pat-markets-price-2026-cuts,https://coincu.com/euro-holds-as-ecb-stands-pat-markets-price-2026-cuts/,4,4,https://athens-times.com/ecb-holds-rates-steady-amid-inflation-moderation-and-euro-strength-lagardes-message/?utm_source=openai).
394224,solana-logs-376m-buidl-mint-as-blackrock-fund-tie-reviewed,https://coincu.com/solana-logs-376m-buidl-mint-as-blackrock-fund-tie-reviewed/,6,3,https://finance.yahoo.com/news/blackrock-expands-buidl-solana-tokenized-005300913.html?utm_source=openai
393915,tempo-faces-scrutiny-as-varun-srinivasan-link-unverified,https://coincu.com/tempo-faces-scrutiny-as-varun-srinivasan-link-unverified/,3,3,https://farcaster.xyz/v/casts-and-replies?utm_source=openai
393973,stablecoins-see-yield-limits-debated-in-white-house-talks,https://coincu.com/stablecoins-see-yield-limits-debated-in-white-house-talks/,3,3,https://cointelegraph.com/news/trump-crypto-advisor-compromises-pass-crypto-bill?utm_source=openai
393982,tokenized-u-s-treasuries-top-10b-on-inflows-to-buidl-usyc,https://coincu.com/tokenized-u-s-treasuries-top-10b-on-inflows-to-buidl-usyc/,3,3,https://cointelegraph.com/news/tokenized-treasuries-cross-8-6b-as-banks-and-exchanges-push-collateral-use?utm_source=openai
394058,renminbi-steadies-as-pboc-signals-prudent-easing-rrr-cuts,https://coincu.com/renminbi-steadies-as-pboc-signals-prudent-easing-rrr-cuts/,3,3,https://en.people.cn/n3/2025/0214/c90000-20276866.html?utm_source=openai
394090,binance-listings-policy-under-debate-as-cz-backs-automation,https://coincu.com/binance-listings-policy-under-debate-as-cz-backs-automation/,3,3,https://blockworks.co/news/token-transparency-framework?utm_source=openai
394093,goldman-sachs-sees-favorable-macro-for-risk-assets-in-2026,https://coincu.com/goldman-sachs-sees-favorable-macro-for-risk-assets-in-2026/,3,3,https://www.americanbanker.com/news/goldman-sachs-exceeds-forecasts-in-improved-environment?utm_source=openai
394105,zro-swings-after-layerzeros-deleted-zero-chain-video,https://coincu.com/zro-swings-after-layerzeros-deleted-zero-chain-video/,3,3,https://www.theblock.co/post/389222/tether-makes-strategic-investment-into-layerzero-labs-creator-of-tech-used-for-usdt0?utm_source=openai
394127,opinion-opn-reviewed-as-coinbase-updates-listing-roadmap,https://coincu.com/opinion-opn-reviewed-as-coinbase-updates-listing-roadmap/,3,3,https://coinomedia.com/coinbase-roadmap-update/?utm_source=openai
394212,hkd-stablecoins-advance-as-hong-kong-refines-licensing,https://coincu.com/hkd-stablecoins-advance-as-hong-kong-refines-licensing/,3,3,https://arxiv.org/abs/2508.11651?utm_source=openai
394218,bitcoin-sees-accumulation-as-scaramucci-buys-in-downturn,https://coincu.com/bitcoin-sees-accumulation-as-scaramucci-buys-in-downturn/,3,3,https://coinness.com/mn/news/84664?utm_source=openai
394242,bitcoin-sees-asset-disposal-stall-amid-doj-civil-forfeiture,https://coincu.com/bitcoin-sees-asset-disposal-stall-amid-doj-civil-forfeiture/,3,3,https://cointelegraph.com/news/elderly-us-victim-loses-330m-bitcoin-in-social-engineering-theft?utm_source=openai
394406,ai-stocks-weigh-bubble-risk-after-cathie-wood-deflation-case,https://coincu.com/ai-stocks-weigh-bubble-risk-after-cathie-wood-deflation-case/,3,3,https://www.axios.com/2025/12/02/ai-bubble-stock-market-forecast-oecd?utm_source=openai
394515,mirae-asset-secures-92-of-korbit-as-rules-tighten,https://coincu.com/mirae-asset-secures-92-of-korbit-as-rules-tighten/,3,3,https://coincodecap.com/south-korean-financial-giant-mirae-asset-in-advanced-talks-to-acquire-korbit-crypto-exchange?utm_source=openai
394641,coinbase-sees-benchmark-cut-target-to-267-after-q4-miss,https://coincu.com/coinbase-sees-benchmark-cut-target-to-267-after-q4-miss/,3,3,https://finviz.com/news/310819/coinbase-doubles-market-share-analyst-says-stock-is-more-diversified-than-ever?utm_source=openai
394647,bitcoin-etfs-see-scrutiny-as-avenir-13f-shows-ibit-stake,https://coincu.com/bitcoin-etfs-see-scrutiny-as-avenir-13f-shows-ibit-stake/,3,3,https://www.cointime.ai/flash-news/avenir-group-82383?utm_source=openai
394709,tether-backs-dreamcash-for-usdt0-perpetuals-on-hyperliquid,https://coincu.com/tether-backs-dreamcash-for-usdt0-perpetuals-on-hyperliquid/,3,3,https://coinlaw.io/dreamcash-tether-usdt0-stock-perpetuals-hyperliquid/?utm_source=openai
394712,polynomial-winds-down-as-liquidity-layer-closes,https://coincu.com/polynomial-winds-down-as-liquidity-layer-closes/,3,3,https://www.aicoin.com/en/news-flash/2758332?utm_source=openai
394737,bitcoin-trades-as-liquidity-chip-structure-steer-flows,https://coincu.com/bitcoin-trades-as-liquidity-chip-structure-steer-flows/,3,3,https://chainthink.cn/en/news?utm_source=openai
394796,bitcoin-holds-as-schwab-eyes-stablecoin-spot-btc-eth,https://coincu.com/bitcoin-holds-as-schwab-eyes-stablecoin-spot-btc-eth/,3,3,https://cointelegraph.com/news/charles-schwab-traditional-companies-hiring-for-crypto-push-amid-regulatory-clarity?utm_source=openai
394857,binance-clarifies-listing-roles-as-he-yi-says-chase-is-bd,https://coincu.com/binance-clarifies-listing-roles-as-he-yi-says-chase-is-bd/,3,3,https://phemex.com/news/article/he-yi-clarifies-role-of-former-binance-employee-chase-60684?utm_source=openai
394860,pikachu-illustrator-psa-10-sets-record-at-goldin-sale,https://coincu.com/pikachu-illustrator-psa-10-sets-record-at-goldin-sale/,3,3,https://apnews.com/article/e4f17184466589e7313b58de734a06ad?utm_source=openai
394874,ethereum-maintains-neutrality-after-buterin-comments,https://coincu.com/ethereum-maintains-neutrality-after-buterin-comments/,3,3,https://arxiv.org/abs/2506.14393?utm_source=openai
394964,dragonfly-capital-closes-650m-fund-iii-amid-vc-pullback,https://coincu.com/dragonfly-capital-closes-650m-fund-iii-amid-vc-pullback/,3,3,https://cointelegraph.com/news/dragonfly-capital-raises-650m-in-tertiary-funding-round?utm_source=openai
395290,kalshi-wins-tennessee-ruling-event-contracts-under-cftc,https://coincu.com/kalshi-wins-tennessee-ruling-event-contracts-under-cftc/,3,3,https://igamingbusiness.com/legal-compliance/judge-grants-kalshi-preliminary-injunction-new-jersey/?utm_source=openai
