post_id,post_name,url,issue_types,gsc_clicks,gsc_impressions,backlinks,ref_domains,h2_count,anchor_count,promo_pattern,wire_style,claim_check_style,writing_qc_verdict,suggested_action,why,sample_1,sample_2,sample_3
187746,hot-memecoin-ladys-connected-to-arbitrum,https://coincu.com/hot-memecoin-ladys-connected-to-arbitrum/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
187650,bitdeer-2023-q1-net-loss,https://coincu.com/bitdeer-2023-q1-net-loss/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187591,soluna-secures-14-million-investment,https://coincu.com/soluna-secures-14-million-investment/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187594,tether-bitcoin-gold-reserves-reduces-bank,https://coincu.com/tether-bitcoin-gold-reserves-reduces-bank/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
187553,ribbon-finances-new-protocol-aevo,https://coincu.com/ribbon-finances-new-protocol-aevo/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187540,solana-sol-dips-switch-presale-sparklo-sprk,https://coincu.com/solana-sol-dips-switch-presale-sparklo-sprk/,visible_raw_url_in_text,0,0,0,0,3,9,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,roject can buy the SPRK token at the links below. Find out more about the presale: Buy Presale: https://invest.sparklo.finance Website: https://sparklo.finance Twitter: https://twitter.com/sparklo_finance Telegram: https://t.me/sparklofinance DISCL,,
187530,bithumb-80-decrease-in-profit-q2023,https://coincu.com/bithumb-80-decrease-in-profit-q2023/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
187513,bitcoin-whale-has-returned-from-hibernation,https://coincu.com/bitcoin-whale-has-returned-from-hibernation/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
187480,the-final-conflux-allocation,https://coincu.com/the-final-conflux-allocation/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187472,the-top-10-ladys-holders,https://coincu.com/the-top-10-ladys-holders/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187460,doj-pledges-to-crack-down-on-crypto,https://coincu.com/doj-pledges-to-crack-down-on-crypto/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187291,lookonchain-revealing-losses-meme-coin,https://coincu.com/lookonchain-revealing-losses-meme-coin/,visible_raw_url_in_text,0,0,0,0,0,27,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"in is risky, keep your funds safe! This guy lost 100 $ETH ($190K) on $LADYS . He withdrew 174 $ETH ($321K) from https://t.co/Q1M8T0O4yl and bought 2T $LADYS at $0.0000001504. Then only sold for 73.5 $ETH ($130K) at a price of $0.00000006142. pic.twitter.com/XEByhIe0PW &mdash; Lookonchain (@lookonchain) May",,
187402,pepecoin-trumps-bitcoin-btc-shiba-inu-shib,https://coincu.com/pepecoin-trumps-bitcoin-btc-shiba-inu-shib/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
187221,jump-trading-price-manipulation-terrausd,https://coincu.com/jump-trading-price-manipulation-terrausd/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
187182,brics-de-dollarization-bitcoin-growth,https://coincu.com/brics-de-dollarization-bitcoin-growth/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
187152,bitcoin-ether-correlation-plummets,https://coincu.com/bitcoin-ether-correlation-plummets/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
187109,okx-wallet-web3-experience-platform,https://coincu.com/okx-wallet-web3-experience-platform/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
187129,gbtc-investors-sec-redemption-inquiries,https://coincu.com/gbtc-investors-sec-redemption-inquiries/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
187096,milady-ladys-crypto-com-2-days-elon-musk,https://coincu.com/milady-ladys-crypto-com-2-days-elon-musk/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,ute investment advice. We encourage you to do your own research before investing. Join us to keep track of news: https://linktr.ee/coincu Chubbi Coincu News ,,
187106,pepe-crypto-market-cap-plummets-below-500m,https://coincu.com/pepe-crypto-market-cap-plummets-below-500m/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186993,nft-project-tessera-shut-down,https://coincu.com/nft-project-tessera-shut-down/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"eached after carefully assessing potential market situations, our corporate structure, and our financial status. https://twitter.com/andy8052/status/1657031015066394630 &#8220;As we really dug into the economic model for Escher, we saw that the targets we needed to hit to attain profitability – compared to the time and resource costs to ",,
186937,ladys-3-7m-on-exchanges-warning-beware,https://coincu.com/ladys-3-7m-on-exchanges-warning-beware/,visible_raw_url_in_text,0,0,0,0,0,10,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal," total of 26T $LADYS ($3.7M) to exchanges. Is it a coincidence that the price of $LADYS drops after each transfer? https://t.co/isFU2u9zVK pic.twitter.com/uoa8tBFWUA &mdash; Lookonchain (@lookonchain) May 12, 2023 Previously, the analyst also found that up to 42 suspicious addresses are currently holdi",,
186913,arbitrum-daos-new-proposal,https://coincu.com/arbitrum-daos-new-proposal/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186850,hut-8-revenue-decreases-13-qoq,https://coincu.com/hut-8-revenue-decreases-13-qoq/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186835,justin-sun-joining-memecoin,https://coincu.com/justin-sun-joining-memecoin/,visible_raw_url_in_text,0,0,0,0,0,6,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186830,crypto-influencer-dumps-token-shocking,https://coincu.com/crypto-influencer-dumps-token-shocking/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186803,marathon-increases-revenue,https://coincu.com/marathon-increases-revenue/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186806,doge-creator-bet-100k-on-tesla-stock,https://coincu.com/doge-creator-bet-100k-on-tesla-stock/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186732,coinbase-sparks-controversy-with-pepecoin,https://coincu.com/coinbase-sparks-controversy-with-pepecoin/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186629,ai-makes-crypto-mining,https://coincu.com/ai-makes-crypto-mining/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186574,mev-bot-earned-34-million,https://coincu.com/mev-bot-earned-34-million/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186577,tethers-q1-2023-report-shows-2-44b-excess,https://coincu.com/tethers-q1-2023-report-shows-2-44b-excess/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
186568,uaes-royal-group-bets-billions-us-stocks,https://coincu.com/uaes-royal-group-bets-billions-us-stocks/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
186527,ordinals-wallet-airdropped,https://coincu.com/ordinals-wallet-airdropped/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"he first week of product release. Yes we airdropped Pixel Pepes for free to anyone who made a transaction on https://t.co/poMVA6U2zq in the first week Yes the floor price is now 0.43 BTC No I don&#39;t know what gua means &mdash; Ordinals Wallet (@ordinalswallet) May 10, 2023 Ordinals Wallet, whi",,
186524,crypto-whales-new-chatgpt-driven-meme-coin,https://coincu.com/crypto-whales-new-chatgpt-driven-meme-coin/,visible_raw_url_in_text,0,0,0,0,0,11,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186427,why-binance-us-offers-higher-bitcoin-price,https://coincu.com/why-binance-us-offers-higher-bitcoin-price/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
186346,litecoin-transactions-surge-over-450,https://coincu.com/litecoin-transactions-surge-over-450/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186300,roblox-faces-meta-and-epic-games-metaverse,https://coincu.com/roblox-faces-meta-and-epic-games-metaverse/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
186281,former-coinbase-manager-2-years-prison,https://coincu.com/former-coinbase-manager-2-years-prison/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186156,memecoin-attracts-trader,https://coincu.com/memecoin-attracts-trader/,visible_raw_url_in_text,0,0,0,0,0,11,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"tter meme &#8220;4&#8221;. ???? A fee of 64 #ETH (119,121 USD) has just been paid for a single transaction! https://t.co/3w4UD0AZbw &mdash; Whale Alert (@whale_alert) May 8, 2023 According to blockchain statistics, the average transaction cost for Ethereum was about $1.9 at the start of the year a",,
186102,core-scientific-opposes-compensation,https://coincu.com/core-scientific-opposes-compensation/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
186062,lido-v2-would-be-live-on-may-15,https://coincu.com/lido-v2-would-be-live-on-may-15/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186043,orbit-markets-bitcoin-gold-derivative,https://coincu.com/orbit-markets-bitcoin-gold-derivative/,visible_raw_url_in_text,0,0,0,0,0,3,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
186336,uk-citizen-extradited-crypto-theft,https://coincu.com/uk-citizen-extradited-crypto-theft/,visible_raw_url_in_text,0,0,0,0,0,2,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Annie Coincu &nbsp; News ,,
185997,bitcoin-transactions-el-salvador-pay-20-fee,https://coincu.com/bitcoin-transactions-el-salvador-pay-20-fee/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu &nbsp; News ,,
185707,coinbase-transforming-banking-service,https://coincu.com/coinbase-transforming-banking-service/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
185705,circle-usdc-circulation-decreased,https://coincu.com/circle-usdc-circulation-decreased/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
185694,behind-pepe-tokens-success-chinese-investor,https://coincu.com/behind-pepe-tokens-success-chinese-investor/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu News ,,
185668,6-of-the-top-10-pepe-holding,https://coincu.com/6-of-the-top-10-pepe-holding/,visible_raw_url_in_text,0,0,0,0,0,7,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,te investment advice. We encourage you to do your research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
185669,early-join-pepe-and-shib-win-millions,https://coincu.com/early-join-pepe-and-shib-win-millions/,visible_raw_url_in_text,0,0,0,0,0,14,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
185600,pudgy-penguins-partnering-wme,https://coincu.com/pudgy-penguins-partnering-wme/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Foxy Coincu &nbsp; News ,,
185567,pepecoin-marketcap-1-5b,https://coincu.com/pepecoin-marketcap-1-5b/,visible_raw_url_in_text,0,0,0,0,0,20,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,"ng pair. #Binance will list @pepecoineth $PEPE and @RealFlokiInu $FLOKI in the innovation zone. ➡️ https://t.co/yxcINj0whc pic.twitter.com/o4UTvWZkHj &mdash; Binance (@binance) May 5, 2023 ???? You asked for it, and we did it! ???? @pepecoineth $PEPE gets listed on #KuCoin ! ",,
185546,how-find-invest-in-the-next-big-meme-coin,https://coincu.com/how-find-invest-in-the-next-big-meme-coin/,visible_raw_url_in_text,0,0,0,0,0,8,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu News ,,
185536,giant-whale-15-6m-worth-of-pepe-to-binance,https://coincu.com/giant-whale-15-6m-worth-of-pepe-to-binance/,visible_raw_url_in_text,0,0,0,0,0,22,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu News ,,
185528,bitcoin-network-difficulty-drops-by-1-45,https://coincu.com/bitcoin-network-difficulty-drops-by-1-45/,visible_raw_url_in_text,0,0,0,0,0,4,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Thana Coincu News ,,
185485,terraform-labs-rejects-lawsuit,https://coincu.com/terraform-labs-rejects-lawsuit/,visible_raw_url_in_text,0,0,0,0,0,5,yes,no,no,FAIL,delete_candidate_high,link_citation_format_fail|promotional_or_money_page_pattern|no_local_gsc_backlink_signal,nvestment advice. We encourage you to do your own research before investing. Join us to keep track of news:&nbsp; https://linktr.ee/coincu Harold Coincu News ,,
