issue_type,post_id,post_type,post_status,post_name,match_count,find_url,replace_url,live_rest_status,remaining_live_count,live_state,found_in_local_export,has_utm_source_openai,utm_source_openai_url_count,sample_openai_url,has_raw_format_issue,is_severe_raw_format_like,scan_flags
c_news,398373,post,publish,bitcoin-steadies-as-senate-mulls-market-structure-bill,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398367,post,publish,bitcoin-steadies-as-us-crypto-bill-nears-aug-2025-recess,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398355,post,publish,tokenized-deposits-advance-as-cari-network-tests-zksync,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398328,post,publish,joe-kent-resigns-over-iran-war-claims-at-nctc,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398325,post,publish,natos-role-tested-as-europe-limits-u-s-iran-strikes,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398301,post,publish,prediction-markets-face-curbs-in-democrats-insider-use-ban,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398278,post,publish,brent-crude-steadies-as-uae-gulf-attack-claims-checked,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398230,post,publish,fixed-income-seeks-clarity-as-15c2-11-carve-out-debated,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398227,post,publish,panews-sees-skills-claims-unverified-amid-no-official-post,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398193,post,publish,oil-steadies-as-allies-shun-hormuz-escort-mission,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398184,post,publish,meta-platforms-faces-scrutiny-amid-27b-rumor-3b-pact,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398151,post,publish,jcpoa-talks-face-hurdles-over-enrichment-sanctions,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398148,post,publish,bitcoin-holds-as-sec-filing-shows-mstr-buys-22300-btc,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398136,post,publish,prediction-markets-draw-record-flows-on-u-s-iran-bets,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398130,post,publish,oil-holds-as-hormuz-risk-meets-iea-stock-backstop,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398031,post,publish,ether-eyes-scarcity-debate-after-wintermute-ceo-meme-claim,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,398016,post,publish,libra-token-faces-scrutiny-as-milei-5m-pact-probed,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,398010,post,publish,oil-steadies-as-iea-details-400m-barrel-release-plan,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397997,post,publish,bitcoin-draws-scrutiny-as-boris-johnson-calls-it-a-ponzi,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397994,post,publish,meta-platforms-weighs-layoffs-amid-ai-infrastructure-costs,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397919,post,publish,fed-in-focus-as-doj-appeals-powell-subpoenas-ruling,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397897,post,publish,trump-weighs-monitoring-amid-dhs-doj-assessments,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397870,post,publish,brent-crude-steadies-as-g7-call-stirs-iran-claim-scrutiny,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397867,post,publish,sp-500-reverses-intraday-as-cpi-keeps-fed-cautious,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397833,post,publish,iran-signals-risk-to-u-s-bases-after-khamenei-remark,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397824,post,publish,polymarket-odds-price-in-iran-regime-fall-by-june-30-2026,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397794,post,publish,global-markets-steady-as-us-china-talks-un-report-eyed,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397769,post,publish,bitcoin-holds-as-trump-iran-war-powers-debate-deepens,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397747,post,publish,u-s-fuel-prices-face-shifts-as-jones-act-waiver-weighed,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397644,post,publish,revolut-seeks-full-uk-banking-licence-amid-pra-review,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397635,post,publish,oil-holds-as-u-s-readies-172m-barrel-spr-over-120-days,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397629,post,publish,iran-nuclear-program-faces-review-after-u-s-strikes,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397609,post,publish,osmo-weighs-atom-swap-as-cosmos-hub-integration-vote-nears,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397606,post,publish,mediatek-dimensity-7300-faces-unpatchable-boot-rom-flaw,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397582,post,publish,binance-faces-doj-scrutiny-as-1-7b-iran-flows-alleged,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397570,post,publish,oil-steadies-as-strait-of-hormuz-closure-risk-weighed,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397546,post,publish,bitcoin-shorts-emerge-as-on-chain-wallet-signals-oil-long,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397514,post,publish,oil-holds-as-trump-opens-door-to-iran-diplomacy,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397499,post,publish,fed-funds-futures-steady-as-march-2026-hold-odds-at-97,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397417,post,publish,trump-press-conference-set-530-pm-et-how-to-watch,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397405,post,publish,bitcoin-sees-404-btc-cex-outflow-as-9-month-whale-reawakens,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397343,post,publish,global-stocks-slide-as-middle-east-conflict-lifts-oil,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397334,post,publish,iran-confirms-2026-succession-outcome-as-experts-vote,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397328,post,publish,bitcoin-steadies-as-oil-shock-raises-u-s-recession-risk,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397157,post,publish,yuan-eyed-as-pboc-signals-flexible-easing-in-2026,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397139,post,publish,okx-launches-orbit-with-verified-metrics-amid-mica-focus,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397136,post,publish,bitcoin-holds-as-us-iran-risk-fuels-qe-rate-cut-talk,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397124,post,publish,crypto-futures-broaden-as-ice-okx-plan-u-s-regulated-launch,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397121,post,publish,okx-hits-25b-valuation-as-ice-takes-minority-stake,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397112,post,publish,oil-steadies-as-iran-denies-full-hormuz-closure,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397103,post,publish,tether-funds-axiym-as-usdt-targets-regulated-payment-rails,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397088,post,publish,bitcoin-eyes-fed-cuts-as-jobless-claims-stay-in-focus,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397085,post,publish,qatar-raises-security-level-after-mar-5-doha-strike,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,397082,post,publish,bitcoin-eyes-clarity-as-iran-denies-nuclear-exit-claim,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397061,post,publish,assembly-of-experts-moves-under-article-111-as-no-successor,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397057,post,publish,bitcoin-steadies-as-u-s-crypto-bill-stalls-sec-cftc-split,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397038,post,publish,bitcoin-steadies-amid-thin-liquidity-saas-decoupling-debate,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,397003,post,publish,project-maven-integrates-claude-amid-dod-guardrail-talks,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396979,post,publish,bitcoin-wavers-as-nasdaq-correlation-liquidity-in-focus,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396945,post,publish,prediction-markets-face-rules-as-cftc-begins-rulemaking,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,396942,post,publish,treasury-yields-steady-as-markets-price-march-fed-hold,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396939,post,publish,anthropic-faces-u-s-phase-out-as-dod-flags-supply-risk,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,396917,post,publish,oil-steadies-as-iran-denies-new-york-times-cia-talks-report,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396863,post,publish,prediction-markets-retreat-in-feb-as-kalshi-sets-record,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396857,post,publish,gold-faces-flow-disruption-as-dubai-flights-suspended,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396851,post,publish,stablecoins-draw-focus-after-reported-trump-armstrong-talks,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,396802,post,publish,bitcoin-firms-as-lth-sell-side-risk-ratio-cools-glassnode,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396796,post,publish,section-122-permits-15-global-tariff-150-days-post-scotus,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396787,post,publish,brent-rises-on-irgc-threat-to-mideast-economic-centers,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396758,post,publish,oil-climbs-as-irgc-claims-hormuz-closure-shipping-risk,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396730,post,publish,oil-steadies-as-iran-hits-u-s-sites-in-gulf,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396664,post,publish,brent-crude-rises-amid-strait-of-hormuz-closure,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396605,post,publish,gold-steadies-as-u-s-israel-hit-iran-amid-war-powers-debate,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396599,post,publish,markets-hold-as-trump-iran-speech-rumor-disputed,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396484,post,publish,brent-crude-steadies-as-dubai-doha-blasts-hit-second-day,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396478,post,publish,war-powers-resolution-advances-after-iran-strikes,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396418,post,publish,bitcoin-holds-as-khamenei-reports-follow-us-israel-strikes,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396413,post,publish,bitcoin-steadies-as-iran-denies-khamenei-death-reports,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,broken_url_interrupted_by_anchor|raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,396404,post,publish,iran-denies-khamenei-death-as-claims-remain-unverified,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396373,post,publish,npt-faces-strain-as-iaea-reviews-enrichment-breakout-time,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,yes,yes,raw_url_in_parentheses|short_internal_anchor_text|dirty_internal_link
c_news,396310,post,publish,oil-holds-as-iran-gulf-strike-claims-face-verification,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396275,post,publish,ieepa-tariffs-face-refund-claims-as-cit-deadline-nears,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396255,post,publish,pyusdx-debuts-as-paypal-moonpay-m0-launch-custom-stables,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,396238,post,publish,prtg-sees-4-8m-theft-after-nts-seed-leak,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395881,post,publish,bitwise-acquires-chorus-one-amid-institutional-staking-push,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395841,post,publish,kraken-xstocks-launches-24-7-stock-perpetuals-20x-leverage,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395786,post,publish,bitcoin-slides-as-tariff-shock-and-ai-rotation-sap-bids,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395767,post,publish,polymarket-data-checked-amid-blockbeats-integration-claims,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395742,post,publish,trump-tariff-at-10-faces-legal-tests-after-court-rebuke,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395705,post,publish,u-s-tariff-powers-curtailed-after-supreme-court-ruling,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395672,post,publish,bitcoin-faces-strain-as-usdt-liquidity-tightens-data-show,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395455,post,publish,sagittarius-protocol-details-payouts-after-glm-plan-issue,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395428,post,publish,u-s-stocks-firm-as-core-pce-beats-forecasts-q4-gdp-slows,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395351,post,publish,u-s-tariffs-curbed-after-supreme-court-limits-ieepa,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395348,post,publish,markets-eye-trumps-iran-strike-talk-amid-war-powers-debate,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395346,post,publish,u-s-tariffs-unwind-after-supreme-court-ieepa-ruling,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395308,post,publish,bitcoin-etfs-retain-53b-net-inflows-despite-outflow-streak,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395252,post,publish,long-dated-treasuries-face-pressure-as-term-premium-rises,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395246,post,publish,oil-steadies-as-polymarket-prices-iran-strike-risk,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395243,post,publish,bitdeer-offers-300m-convertible-notes-with-capped-calls,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395229,post,publish,aptos-proposes-2-1b-cap-10x-gas-in-governance-plan,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395083,post,publish,bitcoin-dominance-climbs-as-etf-inflows-sap-altcoin-depth,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,395058,post,publish,bitcoin-defi-expands-as-nimbus-chimera-set-15m-partnership,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,394970,post,publish,republican-senate-odds-steady-at-60-as-trump-approval-dips,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
c_news,394842,post,publish,bitcoin-steadies-as-x-keeps-trades-off-platform-via-brokers,1,https://coincu.com/c/news/,https://coincu.com/news/,200,1,still_needs_edit,yes,,0,,,,short_internal_anchor_text|dirty_internal_link
