source_url,source_type,source_id,old_link,new_link,link_row_occurrences_expected,old_count_found_in_raw,status
https://coincu.com/4-2b-in-btc-eth-options-expire/,posts,361745,https://coincu.com/analysis/eth-cme-futures-open-interest-hits-record/,https://coincu.com/eth-cme-futures-open-interest-hits-record/,1,1,replaced
https://coincu.com/4-2b-in-btc-eth-options-expire/,posts,361745,https://coincu.com/news/bitcoin-drops-as-us-cpi-inflation-hits-2-9/,https://coincu.com/bitcoin-drops-as-us-cpi-inflation-hits-2-9/,1,1,replaced
https://coincu.com/4b-in-tokenized-assets-enter-aave/,posts,376536,https://coincu.com/news/abracadabra-defi-hack-tornado-cash/,https://coincu.com/abracadabra-defi-hack-tornado-cash/,1,1,replaced
https://coincu.com/773m-token-unlocks-threaten-market-as/,posts,365290,https://coincu.com/analysis/solana-dex-surpasses-750m-addresses/,https://coincu.com/solana-dex-surpasses-750m-addresses/,1,1,replaced
https://coincu.com/773m-token-unlocks-threaten-market-as/,posts,365290,https://coincu.com/markets/spot-gold-record-fed-rate-cut/,https://coincu.com/spot-gold-record-fed-rate-cut/,1,1,replaced
https://coincu.com/840m-ondo-token-unlock-incoming/,posts,387355,https://coincu.com/analysis/can-ondo-bounce-to-1-15/,https://coincu.com/can-ondo-bounce-to-1-15/,1,1,replaced
https://coincu.com/965m-xrp-pulled-from-exchanges/,posts,373949,https://coincu.com/analysis/xrp-holds-above-0-886-fibonacci-level-showing-bullish-potential-to-7-500/,https://coincu.com/xrp-holds-above-0-886-fibonacci-level-showing-bullish-potential-to-7-500/,1,1,replaced
https://coincu.com/99-4-of-bitcoin-in-profit-as-bulls-eye/,posts,367143,https://coincu.com/analysis/bitcoin-etfs-see-985m-inflows/,https://coincu.com/bitcoin-etfs-see-985m-inflows/,1,1,replaced
https://coincu.com/99-4-of-bitcoin-in-profit-as-bulls-eye/,posts,367143,https://coincu.com/analysis/btc-breakout-sparks-rally/,https://coincu.com/btc-breakout-sparks-rally/,1,1,replaced
https://coincu.com/a16z-crypto-expands-into-asia-with-new/,posts,382643,https://coincu.com/news/upbit-restores-crypto-deposits-dec-1/,https://coincu.com/upbit-restores-crypto-deposits-dec-1/,1,2,replaced
https://coincu.com/a16z-crypto-urges-us-legislation/,posts,370694,https://coincu.com/news/canada-stablecoin-regulation-framework-2/,https://coincu.com/canada-stablecoin-regulation-framework-2/,1,2,replaced
https://coincu.com/a16z-crypto-urges-us-legislation/,posts,370694,https://coincu.com/news/uk-and-us-prepare-crypto-regulation/,https://coincu.com/uk-and-us-prepare-crypto-regulation/,1,2,replaced
https://coincu.com/a16z-raises-15b-projects-crypto-growth/,posts,387803,https://coincu.com/analysis/crypto-infrastructure-shift-2026/,https://coincu.com/crypto-infrastructure-shift-2026/,1,2,replaced
https://coincu.com/a16z-raises-15b-projects-crypto-growth/,posts,387803,https://coincu.com/news/a16z-crypto-urges-us-legislation/,https://coincu.com/a16z-crypto-urges-us-legislation/,1,2,replaced
https://coincu.com/aave-bearish-flag-potential-drop-to-130/,posts,381709,https://coincu.com/news/aave-removes-usds-collateral/,https://coincu.com/aave-removes-usds-collateral/,1,1,replaced
https://coincu.com/aave-eyes-670-resistance-multi-year-holds/,posts,383797,https://coincu.com/analysis/aave-bearish-flag-potential-drop-to-130/,https://coincu.com/aave-bearish-flag-potential-drop-to-130/,1,1,replaced
https://coincu.com/aave-forms-bullish-setup-surge-230/,posts,377608,https://coincu.com/news/aave-whale-usdt-utilization-spike/,https://coincu.com/aave-whale-usdt-utilization-spike/,1,1,replaced
https://coincu.com/aave-founder-sells-ethena-tokens/,posts,364889,https://coincu.com/analysis/galaxy-digital-buys-1-2m-solana/,https://coincu.com/galaxy-digital-buys-1-2m-solana/,1,1,replaced
https://coincu.com/aave-holds-above-159-support-targets-175/,posts,387683,https://coincu.com/analysis/aave-surges-past-bullish-flag-target-130/,https://coincu.com/aave-surges-past-bullish-flag-target-130/,1,1,replaced
https://coincu.com/aave-integrates-cow-protocol/,posts,381507,https://coincu.com/analysis/ethereum-showing-strength-new-ath-run/,https://coincu.com/ethereum-showing-strength-new-ath-run/,2,0,not_found_in_raw
https://coincu.com/aave-labs-defi-app-launch/,posts,378766,https://coincu.com/markets/senate-advances-shutdown-bill,https://coincu.com/senate-advances-shutdown-bill/,1,1,replaced
https://coincu.com/aave-plasma-chain-deposits/,posts,365154,https://coincu.com/markets/eth-nearing-descending-broadening-wedge/,https://coincu.com/eth-nearing-descending-broadening-wedge/,1,2,replaced
https://coincu.com/aave-plasma-chain-deposits/,posts,365154,https://coincu.com/news/plasma-tge-mainnet-launch-september/,https://coincu.com/plasma-tge-mainnet-launch-september/,1,2,replaced
https://coincu.com/aave-price-looks-set-to-surge-toward-125/,posts,378433,https://coincu.com/analysis/aave-forms-bullish-setup-surge-230/,https://coincu.com/aave-forms-bullish-setup-surge-230/,1,1,replaced
https://coincu.com/aave-removes-usds-collateral/,posts,381337,https://coincu.com/markets/stablecoin-supply-bitcoin-price-trends/,https://coincu.com/stablecoin-supply-bitcoin-price-trends/,1,1,replaced
https://coincu.com/aave-removes-usds-collateral/,posts,381337,https://coincu.com/news/tether-defends-finance-amid-downgrade/,https://coincu.com/tether-defends-finance-amid-downgrade/,1,1,replaced
https://coincu.com/aave-surges-past-bullish-flag-target-130/,posts,386364,https://coincu.com/analysis/whale-buys-4-7m-aave/,https://coincu.com/whale-buys-4-7m-aave/,1,1,replaced
https://coincu.com/aave-surpasses-1b-in-rwas-as-token/,posts,395316,https://coincu.com/news/zerolend-winds-down-as-tvl-drops-98-users-told-to-withdraw/,https://coincu.com/zerolend-winds-down-as-tvl-drops-98-users-told-to-withdraw/,1,1,replaced
https://coincu.com/aave-whale-usdt-utilization-spike/,posts,376529,https://coincu.com/news/megaeth-ico-raises-fifty-million/,https://coincu.com/megaeth-ico-raises-fifty-million/,1,1,replaced
https://coincu.com/aave-whale-usdt-utilization-spike/,posts,376529,https://coincu.com/news/usdc-surpasses-usdt-market-growth/,https://coincu.com/usdc-surpasses-usdt-market-growth/,1,1,replaced
https://coincu.com/abracadabra-defi-hack-tornado-cash/,posts,366587,https://coincu.com/analysis/hyperliquid-apex-contract-leverage-launch/,https://coincu.com/hyperliquid-apex-contract-leverage-launch/,1,1,replaced
https://coincu.com/abracadabra-defi-hack-tornado-cash/,posts,366587,https://coincu.com/news/fed-enforces-genius-stablecoin-ban/,https://coincu.com/fed-enforces-genius-stablecoin-ban/,1,1,replaced
https://coincu.com/abraxas-capital-short-profit/,posts,379534,https://coincu.com/markets/federal-reserve-outdated-payroll/,https://coincu.com/federal-reserve-outdated-payroll/,1,1,replaced
https://coincu.com/ada-breakdown-looms/,posts,364613,https://coincu.com/analysis/ada-rockets-17-in-a-week/,https://coincu.com/ada-rockets-17-in-a-week/,1,1,replaced
https://coincu.com/ada-breakdown-looms/,posts,364613,https://coincu.com/analysis/cardano-ada-google-interest-surges-to-highest/,https://coincu.com/cardano-ada-google-interest-surges-to-highest/,1,1,replaced
https://coincu.com/ada-breakdown-looms/,posts,364613,https://coincu.com/news/canada-trade-digital-tax-removal/,https://coincu.com/canada-trade-digital-tax-removal/,1,1,replaced
https://coincu.com/ada-breaks-trendline-as-charts-signal-40/,posts,382383,https://coincu.com/analysis/ada-tests-key-0-52-level-strong-rebound-incoming/,https://coincu.com/ada-tests-key-0-52-level-strong-rebound-incoming/,1,1,replaced
https://coincu.com/ada-breaks-trendline-as-charts-signal-40/,posts,382383,https://coincu.com/analysis/link-on-the-edge-will-15-40-trigger/,https://coincu.com/link-on-the-edge-will-15-40-trigger/,1,1,replaced
https://coincu.com/ada-eyes-recovery-in-descending-channel/,posts,393802,https://coincu.com/analysis/ada-on-the-edge-will-0-33-hold/,https://coincu.com/ada-on-the-edge-will-0-33-hold/,1,1,replaced
https://coincu.com/ada-must-break-downtrend-to-new-highs/,posts,391996,https://coincu.com/analysis/ada-price-action-bounce-toward-0-53/,https://coincu.com/ada-price-action-bounce-toward-0-53/,1,1,replaced
https://coincu.com/ada-near-breaking-point/,posts,385813,https://coincu.com/analysis/ada-reach-previous-3000-targeting-5-81/,https://coincu.com/ada-reach-previous-3000-targeting-5-81/,1,1,replaced
https://coincu.com/ada-on-the-edge-will-0-33-hold/,posts,392288,https://coincu.com/analysis/ada-eyes-critical-0-90-resistance-for-potential-rally-to-1-10-target/,https://coincu.com/ada-eyes-critical-0-90-resistance-for-potential-rally-to-1-10-target/,1,1,replaced
https://coincu.com/ada-price-action-bounce-toward-0-53/,posts,390669,https://coincu.com/analysis/ada-price-struggles-below-0-438-potential-abc-correction-in-wave-2-forecast-ada/,https://coincu.com/ada-price-struggles-below-0-438-potential-abc-correction-in-wave-2-forecast-ada/,1,1,replaced
https://coincu.com/ada-reach-previous-3000-targeting-5-81/,posts,379256,https://coincu.com/markets/cardano-user-ada-usda-loss/,https://coincu.com/cardano-user-ada-usda-loss/,1,1,replaced
https://coincu.com/ada-shows-early-rebound-signs-with-bullish-divergence-and-double-bottom-targeting-0-50/,posts,384296,https://coincu.com/analysis/ada-fresh-signals-as-outflows-persist/,https://coincu.com/ada-fresh-signals-as-outflows-persist/,1,1,replaced
https://coincu.com/ada-tests-key-0-52-level-strong-rebound-incoming/,posts,376308,https://coincu.com/analysis/cardano-eyes-potential-breakout-to-0-93/,https://coincu.com/cardano-eyes-potential-breakout-to-0-93/,1,1,replaced
https://coincu.com/alameda-ftx-wallets-crypto-assets/,posts,367245,https://coincu.com/analysis/solana-etf-approval-soon/,https://coincu.com/solana-etf-approval-soon/,1,2,replaced
https://coincu.com/algo-eyes-0-32-after-smashing-resistance/,posts,356351,https://coincu.com/analysis/algo-oversold/,https://coincu.com/algo-oversold/,1,1,replaced
https://coincu.com/altcoin-profits-collapse-as-bitcoin-hits/,posts,378563,https://coincu.com/analysis/btc-eyes-96-8k-breakout-or-bull-trap/,https://coincu.com/btc-eyes-96-8k-breakout-or-bull-trap/,1,1,replaced
https://coincu.com/altcoin-profits-collapse-as-bitcoin-hits/,posts,378563,https://coincu.com/analysis/btc-faces-233m-liquidation-threat/,https://coincu.com/btc-faces-233m-liquidation-threat/,1,1,replaced
https://coincu.com/altcoin-rotation-is-gradually-coming-to/,posts,363776,https://coincu.com/markets/crypto-market-billion-liquidations/,https://coincu.com/crypto-market-billion-liquidations/,1,1,replaced
https://coincu.com/altcoin-season-index-drops-34/,posts,368269,https://coincu.com/markets/us-government-shutdown-crypto-market-impact/,https://coincu.com/us-government-shutdown-crypto-market-impact/,1,2,replaced
https://coincu.com/altcoin-season-outperforming-bitcoin/,posts,363522,https://coincu.com/analysis/federal-reserve-independence-policy/,https://coincu.com/federal-reserve-independence-policy/,1,1,replaced
https://coincu.com/altcoin-transfers-surge-as-4-year-wedge/,posts,370088,https://coincu.com/analysis/btc-dominance-breaks-down/,https://coincu.com/btc-dominance-breaks-down/,1,1,replaced
https://coincu.com/altcoin-transfers-surge-as-4-year-wedge/,posts,370088,https://coincu.com/markets/altcoin-season-index-drops-34/,https://coincu.com/altcoin-season-index-drops-34/,1,1,replaced
https://coincu.com/altcoins-lead-crypto-buzz-as-etf-launches/,posts,372137,https://coincu.com/analysis/bitcoin-eyes-190k-after-key-resistance/,https://coincu.com/bitcoin-eyes-190k-after-key-resistance/,1,1,replaced
https://coincu.com/altcoins-lead-crypto-buzz-as-etf-launches/,posts,372137,https://coincu.com/markets/bitwise-solana-etf-update/,https://coincu.com/bitwise-solana-etf-update/,1,1,replaced
https://coincu.com/altcoins-lead-crypto-buzz-as-etf-launches/,posts,372137,https://coincu.com/news/crypto-etfs-launch-wall-street/,https://coincu.com/crypto-etfs-launch-wall-street/,1,1,replaced
https://coincu.com/altcoins-lead-crypto-buzz-as-etf-launches/,posts,372137,https://coincu.com/news/solana-litecoin-hedera-etfs-launch/,https://coincu.com/solana-litecoin-hedera-etfs-launch/,1,1,replaced
https://coincu.com/altcoins-lead-crypto-buzz-as-etf-launches/,posts,372137,https://coincu.com/news/trump-media-to-launch-prediction-markets/,https://coincu.com/trump-media-to-launch-prediction-markets/,1,1,replaced
https://coincu.com/altcoins-on-the-verge-of-a-breakout-as/,posts,354680,https://coincu.com/analysis/is-xrp-about-to-explode-past-3-60/,https://coincu.com/is-xrp-about-to-explode-past-3-60/,1,1,replaced
https://coincu.com/altcoins-on-the-verge-of-a-breakout-as/,posts,354680,https://coincu.com/analysis/solana-breaks-out-270-target-in-sight-following-bullish-momentum/,https://coincu.com/solana-breaks-out-270-target-in-sight-following-bullish-momentum/,1,1,replaced
https://coincu.com/amazon-seeks-to-raise-about-12-billion/,posts,378786,https://coincu.com/news/amazon-aws-outage-asia-pacific/,https://coincu.com/amazon-aws-outage-asia-pacific/,1,1,replaced
https://coincu.com/amazon-seeks-to-raise-about-12-billion/,posts,378786,https://coincu.com/news/tether-invests-neura-robotics/,https://coincu.com/tether-invests-neura-robotics/,1,1,replaced
https://coincu.com/amina-hong-kong-crypto-license/,posts,378882,https://coincu.com/news/hong-kongs-crypto-rules-under-fire/,https://coincu.com/hong-kongs-crypto-rules-under-fire/,1,1,replaced
https://coincu.com/analyst-warn-link-could-slide-toward-7-15/,posts,391444,https://coincu.com/news/chainlink-us-equities-defi-stream/,https://coincu.com/chainlink-us-equities-defi-stream/,1,1,replaced
https://coincu.com/analysts-predict-fed-rate-cut-september/,posts,360788,https://coincu.com/markets/fed-rate-cut-crypto-impact-3/,https://coincu.com/fed-rate-cut-crypto-impact-3/,1,1,replaced
https://coincu.com/andreessen-horowitz-venture-funds-crypto/,posts,388039,https://coincu.com/markets/crypto-market-plunge-december/,https://coincu.com/crypto-market-plunge-december/,1,2,replaced
https://coincu.com/animoca-anpa-edu-token-purchase/,posts,379453,https://coincu.com/news/institutional-crypto-adoption-2025/,https://coincu.com/institutional-crypto-adoption-2025/,1,1,replaced
https://coincu.com/animoca-japan-and-rootstocklabs-team-up/,posts,391698,https://coincu.com/analysis/bitcoin-surge-institutional-interest-economic-uncertainty-2/,https://coincu.com/bitcoin-surge-institutional-interest-economic-uncertainty-2/,1,2,replaced
https://coincu.com/appeals-court-rules-nft-trading-case/,posts,351866,https://coincu.com/news/sec-lawsuit-against-opensea-ends/,https://coincu.com/sec-lawsuit-against-opensea-ends/,1,1,replaced
https://coincu.com/applied-dna-sciences-bnb-investment/,posts,365760,https://coincu.com/markets/fed-rate-cut-crypto-impact-5/,https://coincu.com/fed-rate-cut-crypto-impact-5/,1,1,replaced
https://coincu.com/aptos-price-set-to-surge-towards-6-40/,posts,367198,https://coincu.com/news/aptos-labs-launches-petra-vault/,https://coincu.com/aptos-labs-launches-petra-vault/,1,1,replaced
https://coincu.com/aqua-protocol-defi-liquidity/,posts,378747,https://coincu.com/news/coinbase-revives-token-sales-us/,https://coincu.com/coinbase-revives-token-sales-us/,1,1,replaced
https://coincu.com/arb-at-accumulation-zone/,posts,377722,https://coincu.com/analysis/arbitrum-hits-accumulation-zone/,https://coincu.com/arbitrum-hits-accumulation-zone/,1,1,replaced
https://coincu.com/arb-drops-from-resistance/,posts,370380,https://coincu.com/analysis/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,https://coincu.com/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,1,1,replaced
https://coincu.com/arb-drops-from-resistance/,posts,370380,https://coincu.com/analysis/is-a-0-48-breakout-next-as-arbitrum-arb-dex-volume-hits-ath/,https://coincu.com/is-a-0-48-breakout-next-as-arbitrum-arb-dex-volume-hits-ath/,1,1,replaced
https://coincu.com/arb-forms-bullish-falling-wedge-pattern/,posts,387275,https://coincu.com/analysis/arbitrum-falling-wedge-indicate-surge/,https://coincu.com/arbitrum-falling-wedge-indicate-surge/,1,1,replaced
https://coincu.com/arb-nears-key-support-rebound-prices-0-46/,posts,379705,https://coincu.com/analysis/arb-at-accumulation-zone/,https://coincu.com/arb-at-accumulation-zone/,1,1,replaced
https://coincu.com/arbitrum-eyes-0-20-target-as-support-hold/,posts,390706,https://coincu.com/news/arbitrum-vault-usdc-loss-2026/,https://coincu.com/arbitrum-vault-usdc-loss-2026/,1,1,replaced
https://coincu.com/arbitrum-falling-wedge-indicate-surge/,posts,382605,https://coincu.com/analysis/arb-nears-key-support-rebound-prices-0-46/,https://coincu.com/arb-nears-key-support-rebound-prices-0-46/,1,1,replaced
https://coincu.com/arbitrum-hits-accumulation-zone/,posts,375992,https://coincu.com/analysis/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,https://coincu.com/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,1,1,replaced
https://coincu.com/arbitrum-holds-key-support-at-0-328/,posts,372089,https://coincu.com/analysis/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,https://coincu.com/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,1,1,replaced
https://coincu.com/arbitrum-holds-support-break-above-0-12/,posts,395846,https://coincu.com/analysis/arbitrum-eyes-0-20-target-as-support-hold/,https://coincu.com/arbitrum-eyes-0-20-target-as-support-hold/,1,1,replaced
https://coincu.com/arbitrum-rockets-20/,posts,355061,https://coincu.com/analysis/new-arb-uptrend-starts-as-double-bottom-formation-targets-0-80-1-20/,https://coincu.com/new-arb-uptrend-starts-as-double-bottom-formation-targets-0-80-1-20/,1,1,replaced
https://coincu.com/arbitrum-shows-bullish-momentum-with-9-6b-tvl-as-price-eyes-2-43-target/,posts,369728,https://coincu.com/analysis/is-a-0-48-breakout-next-as-arbitrum-arb-dex-volume-hits-ath/,https://coincu.com/is-a-0-48-breakout-next-as-arbitrum-arb-dex-volume-hits-ath/,1,1,replaced
https://coincu.com/are-chainlink-holders-positioning-early/,posts,374079,https://coincu.com/analysis/link-bulls-on-edge/,https://coincu.com/link-bulls-on-edge/,1,1,replaced
https://coincu.com/are-fed-rate-cuts-really-confirmed-for/,posts,362415,https://coincu.com/markets/fed-enhances-powell-role-market/,https://coincu.com/fed-enhances-powell-role-market/,1,1,replaced
https://coincu.com/ark-invest-bitcoin-price-target-2030/,posts,380231,https://coincu.com/markets/bitcoin-drops-below-90000-market-shift/,https://coincu.com/bitcoin-drops-below-90000-market-shift/,1,1,replaced
https://coincu.com/ark-invest-crypto-stock-holdings/,posts,379975,https://coincu.com/news/ark-invest-crypto-stocks-coinbase-circle/,https://coincu.com/ark-invest-crypto-stocks-coinbase-circle/,1,2,replaced
https://coincu.com/ark-invest-crypto-stocks-coinbase-circle/,posts,379058,https://coincu.com/news/coinbase-ico-platform-launch-make/,https://coincu.com/coinbase-ico-platform-launch-make/,1,2,replaced
https://coincu.com/arkham-uncovers-14-5b-bitcoin-theft-from/,posts,352248,https://coincu.com/news/arkham-intel-exchange-now-allows-to-trade-arkm/,https://coincu.com/arkham-intel-exchange-now-allows-to-trade-arkm/,1,1,replaced
https://coincu.com/arkham-uncovers-14-5b-bitcoin-theft-from/,posts,352248,https://coincu.com/news/north-korean-hackers-crypto-theft/,https://coincu.com/north-korean-hackers-crypto-theft/,1,1,replaced
https://coincu.com/arthur-hayes-bitcoin-liquidity-warning/,posts,378902,https://coincu.com/analysis/bitcoin-mini-bear-market-matrixport-report/,https://coincu.com/bitcoin-mini-bear-market-matrixport-report/,1,2,replaced
https://coincu.com/arthur-hayes-bitcoin-liquidity-warning/,posts,378902,https://coincu.com/markets/bitcoin-market-uncertainty-analysis/,https://coincu.com/bitcoin-market-uncertainty-analysis/,1,2,replaced
https://coincu.com/arthur-hayes-bitcoin-zcash-us-fiscal/,posts,377197,https://coincu.com/analysis/bitcoin-above-105k-break-toward-130k/,https://coincu.com/bitcoin-above-105k-break-toward-130k/,1,1,replaced
https://coincu.com/arthur-hayes-bitcoin-zcash-us-fiscal/,posts,377197,https://coincu.com/markets/zcash-price-surges-privacy-narrative/,https://coincu.com/zcash-price-surges-privacy-narrative/,1,1,replaced
https://coincu.com/arthur-hayes-criticizes-monad-mon/,posts,380626,https://coincu.com/markets/arthur-hayes-bitcoin-liquidity-warning/,https://coincu.com/arthur-hayes-bitcoin-liquidity-warning/,1,1,replaced
https://coincu.com/arthur-hayes-criticizes-monad-mon/,posts,380626,https://coincu.com/markets/arthur-hayes-sells-crypto-assets/,https://coincu.com/arthur-hayes-sells-crypto-assets/,1,1,replaced
https://coincu.com/arthur-hayes-hype-token-sale/,posts,363701,https://coincu.com/news/hyperliquid-surges-revenue-competitors/,https://coincu.com/hyperliquid-surges-revenue-competitors/,1,1,replaced
https://coincu.com/arthur-hayes-sells-crypto-assets/,posts,378608,https://coincu.com/analysis/ethereum-points-to-breakout-toward-8500/,https://coincu.com/ethereum-points-to-breakout-toward-8500/,1,1,replaced
https://coincu.com/asias-crypto-shift-stablecoins/,posts,394723,https://coincu.com/news/china-digital-asset-legislation/,https://coincu.com/china-digital-asset-legislation/,1,1,replaced
https://coincu.com/asias-crypto-shift-stablecoins/,posts,394723,https://coincu.com/news/kyrgyzstan-crypto-mining-tax-revenues-drop/,https://coincu.com/kyrgyzstan-crypto-mining-tax-revenues-drop/,1,1,replaced
https://coincu.com/asias-crypto-week-iran-outflows-hk-web3/,posts,397280,https://coincu.com/news/hkd-stablecoins-advance-as-hong-kong-refines-licensing/,https://coincu.com/,1,1,replaced
https://coincu.com/asias-crypto-week-iran-outflows-hk-web3/,posts,397280,https://coincu.com/news/us-declares-blockchain-and-crypto/,https://coincu.com/us-declares-blockchain-and-crypto/,1,1,replaced
https://coincu.com/aster-approaches-1-55-critical-zone-as-bulls-eye-1-8-resistance-and-beyond/,posts,367858,https://coincu.com/news/huang-licheng-aster-leverage-loss/,https://coincu.com/huang-licheng-aster-leverage-loss/,1,1,replaced
https://coincu.com/aster-bounces-from-bottom/,posts,373096,https://coincu.com/analysis/aster-approaches-1-55-critical-zone-as-bulls-eye-1-8-resistance-and-beyond/,https://coincu.com/aster-approaches-1-55-critical-zone-as-bulls-eye-1-8-resistance-and-beyond/,1,1,replaced
https://coincu.com/aster-breakdown-nears/,posts,389109,https://coincu.com/analysis/aster-on-the-edge-will-the-0-95-support/,https://coincu.com/aster-on-the-edge-will-the-0-95-support/,1,1,replaced
https://coincu.com/aster-breakout-1-30-key-to-new-all-time/,posts,378758,https://coincu.com/news/aster-unlocks-delayed-to-2026-and-2035/,https://coincu.com/aster-unlocks-delayed-to-2026-and-2035/,1,1,replaced
https://coincu.com/aster-breaks-5-month-slump-targets-0-6846-after-retest/,posts,394048,https://coincu.com/analysis/aster-poised-for-surge-will-it-break-0-66/,https://coincu.com/aster-poised-for-surge-will-it-break-0-66/,1,1,replaced
https://coincu.com/aster-breaks-out-bullish-pattern/,posts,393790,https://coincu.com/analysis/aster-poised-for-surge-will-it-break-0-66/,https://coincu.com/aster-poised-for-surge-will-it-break-0-66/,1,1,replaced
https://coincu.com/aster-breaks-out-can-it-smash-2-40/,posts,366396,https://coincu.com/markets/aster-token-profits-investors/,https://coincu.com/aster-token-profits-investors/,1,1,replaced
https://coincu.com/aster-breaks-out-can-it-smash-2-40/,posts,366396,https://coincu.com/news/aster-token-distribution-clarification/,https://coincu.com/aster-token-distribution-clarification/,1,1,replaced
https://coincu.com/aster-builds-bullish-structure-as-inverse-pattern-targets-0-824-and-higher-breakout/,posts,396743,https://coincu.com/analysis/aster-reclaims-trendline-support-eye-0-91/,https://coincu.com/aster-reclaims-trendline-support-eye-0-91/,1,1,replaced
https://coincu.com/aster-bullish-breakout-target-3-28/,posts,378004,https://coincu.com/news/coinbase-picks-aster-for-roadmap/,https://coincu.com/coinbase-picks-aster-for-roadmap/,1,1,replaced
