post_id,post_name,url,matched_url_count,sample_matched_url
293347,will-bitcoin-crash-or-soar-past-105k-in-2024,https://coincu.com/will-bitcoin-crash-or-soar-past-105k-in-2024/,1,https://www.investopedia.com/watch-these-bitcoin-price-levels-as-cryptocurrency-mints-a-new-record-high-above-usd94k-8748433?utm_source=chatgpt.com
296633,paris-blockchain-week-2025-introduces-new-hybrid-hackathon-to-build-the-future-of-blockchain,https://coincu.com/paris-blockchain-week-2025-introduces-new-hybrid-hackathon-to-build-the-future-of-blockchain/,1,https://museigen.io/industry-titans-to-speak-at-paris-blockchain-week-2025/?utm_source=chatgpt.com
305264,jd-vance-net-worth,https://coincu.com/jd-vance-net-worth/,1,https://www.wsj.com/articles/venture-firm-narya-sees-boost-in-interest-after-co-founder-jd-vances-nomination-6db1debd?utm_source=chatgpt.com
322048,pi-network-expected-to-list-but-may-crash,https://coincu.com/pi-network-expected-to-list-but-may-crash/,1,https://www.bitget.com/blog/articles/bitget-pi-network-listing?utm_source=chatgpt.com
324171,ftt-jumps-40-after-sam-bankman-fried-tweet,https://coincu.com/ftt-jumps-40-after-sam-bankman-fried-tweet/,1,https://www.reuters.com/world/us/civil-rights-groups-decry-effort-punish-us-federal-inmates-social-media-use-2024-04-01/?utm_source=chatgpt.com
325850,sol-strategies-expands-solana-laine-validator,https://coincu.com/sol-strategies-expands-solana-laine-validator/,1,https://solstrategies.io/sol-strategies-announces-definitive-agreement-to-acquire-leading-validators-and-appointment-of-michael-hubbard-as-chief-strategy-officer/?utm_source=chatgpt.com
329230,coincall-debuts-on-top-5-crypto-options-exchanges-by-volume-announces-earn-while-you-trade-feature,https://coincu.com/coincall-debuts-on-top-5-crypto-options-exchanges-by-volume-announces-earn-while-you-trade-feature/,1,"https://www.fxstreet.com/cryptocurrencies/news/coinbase-in-5b-talks-to-acquire-deribit-worlds-largest-btc-and-eth-options-trading-platform-202503212233?utm_source=chatgpt.com""><strong>Coinbase</strong></a"
340041,crypto-stocks-surge-pre-market,https://coincu.com/crypto-stocks-surge-pre-market/,1,https://www.sec.gov/Archives/edgar/data/1679788/000167978825000089/coin-20250331.htm?utm_source=chatgpt.com
341315,lazarus-group-cross-chain-bridge,https://coincu.com/lazarus-group-cross-chain-bridge/,1,https://www.fbi.gov/news/press-releases/fbi-identifies-lazarus-group-cyber-actors-as-responsible-for-theft-of-41-million-from-stakecom?utm_source=chatgpt.com
343736,avail-goes-full-stack-to-capture-300bn-global-blockchain-infra-market,https://coincu.com/avail-goes-full-stack-to-capture-300bn-global-blockchain-infra-market/,1,"https://www.globenewswire.com/news-release/2025/03/05/3037648/0/en/Blockchain-Technology-Market-Outlook-2025-2030-with-Blockchain-Market-Case-Studies-for-Honeywell-Aerospace-SGX-Zug-Digital-ING-Group-and-more.html?utm_source=chatgpt.com"">$306"
352648,1234-are-whales-leaving-solana-for-good-heres-where-the-big-wallets-are-moving-now,https://coincu.com/1234-are-whales-leaving-solana-for-good-heres-where-the-big-wallets-are-moving-now/,1,https://www.ainvest.com/news/solana-news-today-solana-whales-migrate-remittix-network-faces-1-4m-address-drop-declining-confidence-2507/?utm_source=chatgpt.com
352712,what-is-suilend-sui-lending-protocol,https://coincu.com/what-is-suilend-sui-lending-protocol/,1,https://medium.com/%40The_Eze/why-you-should-be-looking-at-sui-930ba015964b?utm_source=chatgpt.com
358728,ethereum-based-meme-project-pepeto-pepeto-surges-past-6-5m-in-presale,https://coincu.com/ethereum-based-meme-project-pepeto-pepeto-surges-past-6-5m-in-presale/,1,"https://pepeto.io/?utm_source=chatgpt.com"">pepeto.io</a"
359921,coinw-celebrates-8-years-of-commitment-with-15m-users-and-trillions-in-trading-volume,https://coincu.com/coinw-celebrates-8-years-of-commitment-with-15m-users-and-trillions-in-trading-volume/,1,https://tw.news.yahoo.com/7th-hit-ai-blockchain-summit-030000356.html?utm_source=chatgpt.com&amp;guccounter=1&amp;guce_referrer=aHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8&amp;guce_referrer_sig=AQAAAG_Lb0LueUaBSe18PUQr8ATXovNk3gDNNYPFG13weTm9_dizQjDqbLrFZRRIf7I8sQwvoWFfB59lCFBu7AHU-5gKXM4MIpAWW6mCVTWQH6zJOJNFDZW-Q5KtRTr_qwXeMq77lgG0gl0pV9xonFUsi5p40pqYrz5xUW-QpgZpTcFM
359962,nowpayments-to-participate-in-sigma-europe-rome-2025,https://coincu.com/nowpayments-to-participate-in-sigma-europe-rome-2025/,1,"https://sigma.world/news/cast-your-vote-sigma-euro-med-awards-2025-shortlist-revealed/?utm_source=chatgpt.com"">SiGMA"
360159,btc-eth-and-xrp-price-trends-mining-smarter-with-swl-miners-cloud-platform,https://coincu.com/btc-eth-and-xrp-price-trends-mining-smarter-with-swl-miners-cloud-platform/,1,https://swlminer.com?utm_source=chatgpt.com
363118,dogecoin-and-one-ethereum-coin-under-0-0025-named-most-important-meme-coins-in-2025-heres-how-one-could-35x-your-wealth,https://coincu.com/dogecoin-and-one-ethereum-coin-under-0-0025-named-most-important-meme-coins-in-2025-heres-how-one-could-35x-your-wealth/,1,https://www.tradingview.com/symbols/DOGEUSD/?utm_source=chatgpt.com
365944,polkadot-sui-etfs-appear-on-dtcc,https://coincu.com/polkadot-sui-etfs-appear-on-dtcc/,1,https://www.dtcc.com/charts/exchange-traded-funds?utm_source=chatgpt.com
366724,ripple-xrp-aims-for-new-aths-while-another-rising-crypto-aims-to-beat-asters-aster-record-with-quicker-100x-gains,https://coincu.com/ripple-xrp-aims-for-new-aths-while-another-rising-crypto-aims-to-beat-asters-aster-record-with-quicker-100x-gains/,1,https://coinmarketcap.com/currencies/aster/?utm_source=chatgpt.com
367427,sec-eyes-xrp-doge-ltc-etfs,https://coincu.com/sec-eyes-xrp-doge-ltc-etfs/,1,https://www.washingtonpost.com/business/2025/10/01/government-shutdown-deadline-congress-funding/?utm_source=chatgpt.comhttps://www.washingtonpost.com/business/2025/10/01/government-shutdown-deadline-congress-funding/?utm_source=chatgpt.comhttps://www.washingtonpost.com/business/2025/10/01/government-shutdown-deadline-congress-funding/?utm_source=chatgpt.com
371829,3-most-bullish-tokens-today-as-ripple-prepares-to-raise-at-least-1-billion-to-buy-xrp,https://coincu.com/3-most-bullish-tokens-today-as-ripple-prepares-to-raise-at-least-1-billion-to-buy-xrp/,1,https://www.reuters.com/business/ripple-backed-evernorth-set-raise-over-1-billion-us-listing-hoard-xrp-token-2025-10-20/?utm_source=chatgpt.com
378810,beginner-friendly-instructions-to-buy-little-pepe-lilpepe,https://coincu.com/beginner-friendly-instructions-to-buy-little-pepe-lilpepe/,1,https://littlepepe.com?utm_source=chatgpt.com
386530,stephen-moore-trump-tariffs-debate,https://coincu.com/stephen-moore-trump-tariffs-debate/,1,https://budgetlab.yale.edu/research/where-we-stand-fiscal-economic-and-distributional-effects-all-us-tariffs-enacted-2025-through-april?utm_source=chatgpt.com
388889,figure-technology-open-equity-tokens,https://coincu.com/figure-technology-open-equity-tokens/,1,https://www.sec.gov/Archives/edgar/data/2064124/000162828025041443/figuretechnologysolutionsi.htm?utm_source=chatgpt.com
