Address,Status Code,Indexability
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fsmart-contract%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Ferc-20%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fpeer-to-peer-p2p%2F,200,Non-Indexable
https://coincu.com/coincu-login/,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fzero-confirmation-unconfirmed-transaction%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fpeer-to-peer-p2p-lending%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fmoving-average-ma%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fs-p-500-standard-and-poor-s-500%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fmoving-average-convergence-divergence-macd%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fmoores-law%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fmt-gox%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fmulti-coin-wallet%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fopensea%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fcraig-wright-2%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fexchange%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fcryptographic-hash-function%2F,200,Non-Indexable
https://coincu.com/coincu-login/?redirect_to=https%3A%2F%2Fcoincu.com%2Fthe-impacts-of-ftx-collapse-part-1%2F,200,Non-Indexable
